Day,Run,Efficiency
0,0,0.0
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
13,0,0.0
14,0,0.0
15,0,0.0
16,0,0.0
17,0,0.0
18,0,0.0
19,0,0.0
20,0,0.0026652452025586353
21,0,0.0050335570469798654
22,0,0.0067966903073286055
23,0,0.009110901665095822
24,0,0.013008672448298866
25,0,0.016288951841359773
26,0,0.020385050962627407
27,0,0.02413515687851971
28,0,0.02857142857142857
29,0,0.032951945080091534
30,0,0.0362669245647969
31,0,0.040265035677879715
32,0,0.04728260869565217
33,0,0.052995391705069124
34,0,0.05965559655596556
35,0,0.06302794022092267
36,0,0.06884798909338787
37,0,0.07681263460157932
38,0,0.083710407239819
39,0,0.09062003179650238
40,0,0.10934891485809682
41,0,0.13232682060390763
42,0,0.1531279178338002
43,0,0.16924564796905223
44,0,0.1884498480243161
45,0,0.21278825995807127
46,0,0.23640399556048836
47,0,0.2631578947368421
48,0,0.288622754491018
49,0,0.31218905472636815
50,0,0.3281653746770026
51,0,0.3451568894952251
52,0,0.3710144927536232
53,0,0.3913690476190476
54,0,0.41509433962264153
55,0,0.4269102990033223
56,0,0.4388984509466437
57,0,0.4550359712230216
58,0,0.4712430426716141
59,0,0.49514563106796117
60,0,0.5356415478615071
61,0,0.56875
62,0,0.5878524945770065
63,0,0.6164079822616408
64,0,0.633177570093458
65,0,0.6519607843137255
66,0,0.6467661691542289
67,0,0.6614583333333334
68,0,0.6486486486486487
69,0,0.6418732782369146
70,0,0.6455331412103746
71,0,0.6449704142011834
72,0,0.6625386996904025
73,0,0.6487341772151899
74,0,0.6440677966101694
75,0,0.6272401433691757
76,0,0.6433823529411765
77,0,0.6417910447761194
78,0,0.6501901140684411
79,0,0.6459143968871596
80,0,0.6220472440944882
81,0,0.6245059288537549
82,0,0.6190476190476191
83,0,0.6141078838174274
84,0,0.6150442477876106
85,0,0.6227272727272727
86,0,0.6261682242990654
87,0,0.6157635467980296
88,0,0.6119402985074627
89,0,0.6111111111111112
90,0,0.6102564102564103
91,0,0.6223404255319149
92,0,0.6065573770491803
93,0,0.5921787709497207
94,0,0.5617977528089888
95,0,0.5617977528089888
96,0,0.5573770491803278
97,0,0.5161290322580645
98,0,0.526595744680851
99,0,0.5463917525773195
100,0,0.5360824742268041
101,0,0.5252525252525253
102,0,0.5
103,0,0.48258706467661694
104,0,0.48058252427184467
105,0,0.5
106,0,0.47767857142857145
107,0,0.5043859649122807
108,0,0.4978723404255319
109,0,0.5427350427350427
110,0,0.5536480686695279
111,0,0.5630252100840336
112,0,0.5443037974683544
113,0,0.5327868852459017
114,0,0.536
115,0,0.5193798449612403
116,0,0.5058365758754864
117,0,0.49606299212598426
118,0,0.4789272030651341
119,0,0.5018587360594795
120,0,0.49458483754512633
121,0,0.5182481751824818
122,0,0.5163636363636364
123,0,0.5244755244755245
124,0,0.5157894736842106
125,0,0.5
126,0,0.5
127,0,0.5032051282051282
128,0,0.4818181818181818
129,0,0.4714285714285714
130,0,0.4853801169590643
131,0,0.4745762711864407
132,0,0.4860335195530726
133,0,0.48314606741573035
134,0,0.5082417582417582
135,0,0.5027472527472527
136,0,0.49731182795698925
137,0,0.5105820105820106
138,0,0.5157068062827225
139,0,0.5153061224489796
140,0,0.5201005025125628
141,0,0.5253807106598984
142,0,0.5
143,0,0.494949494949495
144,0,0.48120300751879697
145,0,0.4723618090452261
146,0,0.4837905236907731
147,0,0.5012406947890818
148,0,0.5208845208845209
149,0,0.52
0,1,0.0
1,1,0.0
2,1,0.0
3,1,0.0
4,1,0.0
5,1,0.0
6,1,0.0
7,1,0.0
