Day,Strategy,S_avg,E_avg,I_avg,A_avg,Q_avg,R_avg,Efficiency_avg
142,Proportional,4184.8,8.8,1.0,9.8,28.0,4719.6,0.5882352941176471
143,Proportional,4209.4,9.6,1.2,9.6,26.0,4696.2,0.560344827586207
144,Proportional,4231.0,10.0,1.2,8.8,25.4,4675.6,0.5594713656387665
145,Proportional,4254.2,9.6,1.4,9.2,24.0,4653.6,0.5429864253393665
146,Proportional,4278.2,7.8,1.8,8.8,24.6,4630.8,0.572093023255814
147,Proportional,4302.0,8.0,2.0,8.4,25.2,4606.4,0.5779816513761469
148,Proportional,4332.0,6.4,1.4,8.0,24.8,4579.4,0.6108374384236454
149,Proportional,4354.8,7.2,0.6,8.2,25.8,4555.4,0.6172248803827752
0,Uniform,8937.6,4.4,9.0,0,0,1.0,0.0
1,Uniform,8933.2,8.0,8.2,0.4,0,2.2,0.0
2,Uniform,8926.8,13.2,8.2,0.6,0,3.2,0.0
3,Uniform,8919.6,18.0,9.2,1.2,0,4.0,0.0
4,Uniform,8903.4,31.4,10.4,2.8,0,4.0,0.0
5,Uniform,8878.8,49.2,13.6,5.4,0,5.0,0.0
6,Uniform,8821.6,95.0,20.8,8.8,0,5.8,0.0
7,Uniform,8740.6,156.0,31.0,17.4,0,7.0,0.0
8,Uniform,8626.6,243.0,43.0,29.0,0,10.4,0.0
9,Uniform,8484.0,340.0,67.6,46.2,0,14.2,0.0
10,Uniform,8275.6,477.0,103.8,71.6,0,24.0,0.0
11,Uniform,8006.4,650.0,156.2,102.8,0,36.6,0.0
12,Uniform,7684.6,837.8,221.8,152.0,0,55.8,0.0
13,Uniform,7347.8,1004.4,310.0,208.8,0,81.0,0.0
14,Uniform,6976.2,1168.8,411.6,274.2,0,121.2,0.0
15,Uniform,6601.6,1311.4,528.8,344.0,0,166.2,0.0
16,Uniform,6247.6,1399.4,662.4,421.4,0,221.2,0.0
17,Uniform,5884.4,1494.0,782.8,492.8,0,298.0,0.0
18,Uniform,5514.6,1552.4,911.6,580.8,0,392.6,0.0
19,Uniform,5175.6,1588.4,1036.0,654.8,0,497.2,0.0
20,Uniform,4890.6,1566.2,1144.4,724.4,9.4,617.0,0.002729067471838346
21,Uniform,4622.4,1523.8,1262.2,786.6,18.0,739.0,0.005013089734306244
22,Uniform,4370.6,1472.8,1340.2,853.0,26.2,889.2,0.007096040301175451
23,Uniform,4145.4,1408.4,1411.4,899.6,32.8,1054.4,0.008741538297532114
24,Uniform,3946.8,1327.2,1477.6,949.4,39.6,1211.4,0.010438083188359955
25,Uniform,3749.8,1250.0,1524.0,1002.6,46.6,1379.0,0.012188742414731116
26,Uniform,3570.0,1195.8,1562.6,1027.6,51.4,1544.6,0.013394485849794132
27,Uniform,3398.2,1146.8,1584.6,1046.6,56.0,1719.8,0.014606155451225875
28,Uniform,3245.6,1084.0,1594.4,1070.8,61.6,1895.6,0.016164584864070537
29,Uniform,3121.0,1000.8,1603.0,1090.8,67.0,2069.4,0.01781156954487452
30,Uniform,3002.4,938.0,1595.4,1088.2,73.0,2255.0,0.01975856655659611
31,Uniform,2889.8,874.6,1591.6,1076.4,77.0,2442.6,0.021273068847386452
32,Uniform,2803.2,806.2,1570.8,1062.4,81.8,2627.6,0.023230716801090536
33,Uniform,2711.8,743.2,1549.8,1052.4,84.4,2810.4,0.02460784885416059
34,Uniform,2634.8,687.4,1517.2,1030.6,87.8,2994.2,0.026421907914535057
35,Uniform,2563.0,639.4,1479.2,1017.0,90.6,3162.8,0.02808257392598103
36,Uniform,2507.2,596.6,1438.8,988.8,93.0,3327.6,0.029834466829205698
37,Uniform,2448.6,557.2,1398.0,968.6,97.0,3482.6,0.032110699152542374
38,Uniform,2398.6,513.8,1355.0,944.8,99.4,3640.4,0.034122897356676965
39,Uniform,2360.4,469.0,1310.2,924.4,100.8,3787.2,0.03594351732991014
40,Uniform,2323.6,436.2,1249.8,891.6,114.4,3936.4,0.0424962852897474
41,Uniform,2284.6,419.6,1181.8,855.8,125.6,4084.6,0.048629394455629554
42,Uniform,2245.0,392.8,1121.6,833.4,138.0,4221.2,0.05551532705768767
43,Uniform,2215.0,367.2,1063.8,804.4,150.0,4351.6,0.06288253542382828
44,Uniform,2191.6,341.0,1007.4,779.2,161.4,4471.4,0.07051114023591086
45,Uniform,2175.8,320.0,947.8,743.4,172.8,4592.2,0.07912087912087913
46,Uniform,2158.6,298.0,902.6,714.0,179.0,4699.8,0.08549866259075277
47,Uniform,2143.0,283.0,854.2,685.8,186.8,4799.2,0.0929445715991641
48,Uniform,2139.0,259.4,801.6,655.4,194.0,4902.6,0.10154941373534337
49,Uniform,2130.4,237.6,757.8,628.4,201.6,4996.2,0.11044154705817903
50,Uniform,2120.6,221.4,714.2,605.0,208.6,5082.2,0.11925451635033159
51,Uniform,2116.6,205.2,671.2,579.6,217.2,5162.2,0.12981114032990676
52,Uniform,2111.6,194.8,629.2,553.4,225.2,5237.8,0.14052165231498812
53,Uniform,2111.6,184.4,577.8,531.2,231.4,5315.6,0.15175760755508919
54,Uniform,2113.8,174.2,538.2,506.6,235.4,5383.8,0.16185368536853684
55,Uniform,2110.8,171.2,505.4,485.0,235.0,5444.6,0.168265788343119
56,Uniform,2118.4,160.6,464.8,465.4,241.4,5501.4,0.1812040234199069
57,Uniform,2127.2,150.2,431.2,444.4,243.6,5555.4,0.19190168583582798
58,Uniform,2135.2,144.6,402.8,425.2,247.6,5596.6,0.20291755449926244
59,Uniform,2147.6,137.6,372.2,407.2,246.4,5641.0,0.21179302045728038
60,Uniform,2163.2,126.8,340.4,388.6,254.8,5678.2,0.2294255357464434
61,Uniform,2175.6,122.4,306.6,371.6,260.2,5715.6,0.2452865761689291
62,Uniform,2187.6,113.0,276.8,357.4,266.6,5750.6,0.2629710001972776
63,Uniform,2200.8,107.4,249.4,337.8,269.6,5787.0,0.2796100394109106
64,Uniform,2216.0,102.8,219.6,318.8,273.8,5821.0,0.29923497267759563
65,Uniform,2229.0,96.4,201.8,300.2,273.0,5851.6,0.3132889602937801
66,Uniform,2247.6,88.2,178.0,287.8,276.0,5874.4,0.3325301204819277
67,Uniform,2271.2,84.4,156.8,272.6,279.8,5887.2,0.352570564516129
68,Uniform,2288.2,80.0,136.6,259.2,282.8,5905.2,0.372791985235961
69,Uniform,2309.8,73.8,122.0,248.0,282.2,5916.2,0.3887052341597796
70,Uniform,2331.8,71.2,107.8,231.8,277.0,5932.4,0.4027333527188136
71,Uniform,2353.4,67.0,97.2,219.0,272.0,5943.4,0.4151404151404151
72,Uniform,2377.6,61.4,88.8,206.6,260.8,5956.8,0.42227979274611405
73,Uniform,2400.8,60.6,79.4,196.0,249.2,5966.0,0.4258373205741626
74,Uniform,2424.6,58.0,73.2,182.6,236.4,5977.2,0.42966194111232286
75,Uniform,2451.6,54.0,65.8,176.2,228.0,5976.4,0.4351145038167939
76,Uniform,2473.0,48.8,60.6,168.2,219.2,5982.2,0.4412238325281803
77,Uniform,2498.2,49.4,53.4,154.8,208.8,5987.4,0.44768439108061747
78,Uniform,2523.4,49.4,46.4,146.4,203.6,5982.8,0.45670704351727237
79,Uniform,2546.6,49.0,42.2,137.0,198.0,5979.2,0.4645706241201314
80,Uniform,2569.8,50.2,35.0,128.4,191.8,5976.8,0.4731129748396645
81,Uniform,2592.2,43.8,32.6,121.0,187.0,5975.4,0.48647242455775236
82,Uniform,2619.8,41.8,27.6,114.8,182.4,5965.6,0.49754500818330605
83,Uniform,2639.0,43.0,22.6,107.4,176.6,5963.4,0.5051487414187642
84,Uniform,2663.0,40.0,19.0,102.2,174.2,5953.6,0.5193798449612403
85,Uniform,2686.4,39.8,15.8,97.8,171.4,5940.8,0.5277093596059115
86,Uniform,2718.4,37.6,9.0,93.6,167.4,5926.0,0.5442132639791938
87,Uniform,2747.4,35.8,6.8,88.6,161.6,5911.8,0.551912568306011
88,Uniform,2772.0,35.0,5.0,85.8,155.4,5898.8,0.5526315789473685
89,Uniform,2798.0,31.6,5.4,83.8,146.0,5887.2,0.5472263868065966
90,Uniform,2822.4,32.6,5.0,80.2,137.8,5874.0,0.5391236306729265
91,Uniform,2846.4,32.0,3.6,76.6,130.8,5862.6,0.5382716049382716
92,Uniform,2872.4,30.8,4.4,71.6,127.4,5845.4,0.5439795046968403
93,Uniform,2900.4,27.2,3.0,70.8,121.0,5829.6,0.545045045045045
94,Uniform,2928.8,24.6,4.2,68.0,115.0,5811.4,0.5429650613786591
95,Uniform,2957.0,24.0,4.6,64.6,111.4,5790.4,0.5444770283479962
96,Uniform,2982.6,22.2,3.4,61.6,108.4,5773.8,0.5541922290388548
97,Uniform,3008.4,24.4,1.8,60.4,103.6,5753.4,0.544689800210305
98,Uniform,3035.0,23.6,2.6,58.0,94.6,5738.2,0.5290827740492169
99,Uniform,3068.8,18.6,3.8,57.0,91.4,5712.4,0.5351288056206089
100,Uniform,3098.6,16.2,2.2,54.6,88.8,5691.6,0.5488257107540172
101,Uniform,3133.0,17.0,2.4,50.6,84.8,5664.2,0.5478036175710593
102,Uniform,3161.6,18.2,1.4,47.4,80.8,5642.6,0.5466847090663057
103,Uniform,3184.6,17.8,3.2,44.4,76.4,5625.6,0.538787023977433
104,Uniform,3209.2,20.4,1.4,41.4,74.6,5605.0,0.5413642960812772
105,Uniform,3241.6,18.4,2.6,39.0,70.6,5579.8,0.5405819295558958
106,Uniform,3271.2,16.8,3.0,37.8,65.6,5557.6,0.5324675324675324
107,Uniform,3299.8,15.4,2.2,37.0,64.2,5533.4,0.5404040404040403
108,Uniform,3328.2,15.0,2.6,34.8,62.2,5509.2,0.5427574171029669
109,Uniform,3359.2,13.6,2.2,33.0,61.2,5482.8,0.5563636363636364
110,Uniform,3388.4,15.2,1.6,30.8,60.4,5455.6,0.5592592592592592
111,Uniform,3414.6,15.4,1.8,29.6,58.4,5432.2,0.5551330798479088
112,Uniform,3441.8,18.2,1.2,29.0,55.6,5406.2,0.5346153846153846
113,Uniform,3467.2,17.4,2.8,28.0,52.4,5384.2,0.5208747514910537
114,Uniform,3492.6,16.0,2.6,27.0,51.6,5362.2,0.5308641975308642
115,Uniform,3520.2,21.0,2.2,25.6,50.8,5332.2,0.5100401606425703
116,Uniform,3538.4,24.8,2.2,25.2,49.2,5312.2,0.48520710059171596
117,Uniform,3561.4,25.2,2.6,25.2,47.6,5290.0,0.47316103379721675
118,Uniform,3588.8,23.0,1.8,25.0,48.2,5265.2,0.49183673469387756
119,Uniform,3614.2,18.6,3.8,25.6,46.4,5243.4,0.4915254237288135
120,Uniform,3641.2,17.8,1.6,25.2,47.2,5219.0,0.5141612200435729
121,Uniform,3670.8,16.6,1.4,25.6,46.6,5191.0,0.516629711751663
122,Uniform,3698.8,13.4,2.4,26.4,46.0,5165.0,0.5215419501133787
123,Uniform,3722.8,12.4,1.8,25.8,44.4,5144.8,0.5260663507109005
124,Uniform,3743.8,16.0,2.4,24.6,43.2,5122.0,0.5011600928074246
125,Uniform,3776.0,15.0,2.6,23.2,42.4,5092.8,0.5096153846153847
126,Uniform,3803.2,15.8,3.0,21.4,42.6,5066.0,0.5144927536231884
127,Uniform,3828.2,15.8,1.4,21.6,42.8,5042.2,0.5245098039215687
128,Uniform,3852.2,15.2,1.2,22.4,41.0,5020.0,0.5137844611528822
129,Uniform,3876.6,15.2,1.4,22.4,39.6,4996.8,0.5038167938931298
130,Uniform,3899.2,15.0,1.2,22.2,38.0,4976.4,0.49738219895287955
131,Uniform,3921.4,15.8,1.2,22.0,37.6,4954.0,0.4908616187989557
132,Uniform,3948.6,15.6,2.6,21.4,37.0,4926.8,0.4830287206266319
133,Uniform,3977.8,14.8,1.6,21.8,36.4,4899.6,0.4879356568364611
134,Uniform,3998.4,15.6,2.2,23.0,34.6,4878.2,0.4588859416445623
135,Uniform,4023.6,14.2,1.8,23.2,34.0,4855.2,0.46448087431693985
136,Uniform,4047.0,16.8,1.8,21.8,34.4,4830.2,0.45989304812834214
137,Uniform,4070.0,18.8,0.8,21.8,34.4,4806.2,0.4538258575197888
138,Uniform,4094.2,18.0,3.0,22.0,33.2,4781.6,0.4356955380577428
139,Uniform,4115.6,17.0,3.0,21.0,33.2,4762.2,0.4474393530997305
140,Uniform,4140.0,15.0,2.8,20.4,33.6,4740.2,0.4679665738161559
141,Uniform,4161.4,16.4,1.4,19.4,33.8,4719.6,0.476056338028169
142,Uniform,4186.2,16.2,1.8,18.8,33.8,4695.2,0.47875354107648727
143,Uniform,4206.2,20.0,2.4,17.2,33.4,4672.8,0.4575342465753425
144,Uniform,4224.8,22.2,2.4,18.4,33.2,4651.0,0.4356955380577428
145,Uniform,4251.2,20.6,3.0,18.6,33.4,4625.2,0.4417989417989418
146,Uniform,4277.8,18.0,2.8,18.4,35.2,4599.8,0.4731182795698925
147,Uniform,4302.6,16.0,2.2,18.6,36.6,4576.0,0.4986376021798365
148,Uniform,4326.2,16.4,2.0,19.6,36.4,4551.4,0.48924731182795694
149,Uniform,4351.4,15.2,3.0,19.6,35.8,4527.0,0.48641304347826086
0,Random,8938.6,3.4,9.6,0,0,0.4,0.0
1,Random,8934.6,7.0,9.6,0,0,0.8,0.0
2,Random,8925.0,14.6,10.0,0.8,0,1.6,0.0
3,Random,8909.8,26.0,10.2,3.4,0,2.6,0.0
4,Random,8880.6,50.8,12.2,5.2,0,3.2,0.0
5,Random,8842.2,80.6,17.0,8.2,0,4.0,0.0
6,Random,8795.8,110.2,26.0,14.6,0,5.4,0.0
7,Random,8723.4,162.2,36.8,21.8,0,7.8,0.0
8,Random,8617.2,239.6,52.0,31.4,0,11.8,0.0
9,Random,8492.8,321.4,73.0,47.2,0,17.6,0.0
10,Random,8334.4,420.4,103.0,69.4,0,24.8,0.0
11,Random,8137.2,530.6,144.6,102.4,0,37.2,0.0
12,Random,7874.8,678.0,208.4,136.6,0,54.2,0.0
13,Random,7597.2,825.8,275.0,175.8,0,78.2,0.0
14,Random,7284.0,980.4,352.4,223.4,0,111.8,0.0
15,Random,6952.2,1107.8,450.0,291.4,0,150.6,0.0
16,Random,6582.6,1253.2,557.2,356.0,0,203.0,0.0
17,Random,6236.0,1351.8,669.2,431.6,0,263.4,0.0
18,Random,5877.8,1435.2,789.8,508.4,0,340.8,0.0
19,Random,5536.4,1493.6,903.8,585.2,0,433.0,0.0
20,Random,5198.6,1531.0,1017.2,653.0,7.8,544.4,0.0024306637581801185
21,Random,4882.6,1539.6,1130.4,722.0,16.0,661.4,0.004694835680751174
22,Random,4601.0,1518.8,1235.2,781.8,23.4,791.8,0.006574511126095751
23,Random,4359.2,1468.2,1320.4,838.8,28.2,937.2,0.00771419192471824
24,Random,4139.6,1393.4,1396.6,900.6,35.6,1086.2,0.009553969191133058
25,Random,3923.2,1340.4,1454.8,945.4,41.0,1247.2,0.010841971652210704
26,Random,3732.8,1267.6,1500.2,986.0,46.2,1419.2,0.012157894736842105
27,Random,3568.2,1192.2,1523.0,1013.0,52.8,1602.8,0.013964559640306797
28,Random,3409.8,1114.6,1558.4,1039.2,56.0,1774.0,0.014861206942306672
29,Random,3264.6,1036.8,1579.6,1059.0,60.8,1951.2,0.016273218778437987
30,Random,3129.8,981.6,1579.8,1061.0,66.0,2133.8,0.017893937750786248
31,Random,3006.4,924.0,1582.6,1064.4,68.6,2306.0,0.018848225079679086
32,Random,2900.0,861.2,1570.2,1060.4,73.2,2487.0,0.020532959326788218
33,Random,2795.2,801.8,1561.8,1051.4,75.2,2666.6,0.021546043206693028
34,Random,2697.0,753.8,1540.4,1027.8,78.0,2855.0,0.022941176470588236
35,Random,2618.8,700.0,1508.8,1023.2,81.6,3019.6,0.024625784645098986
36,Random,2534.8,666.0,1464.6,1000.2,84.0,3202.4,0.026129152668906308
37,Random,2461.2,621.6,1436.8,982.6,85.6,3364.2,0.027377982472973836
38,Random,2398.8,576.6,1409.8,956.0,88.4,3522.4,0.029167216576481456
39,Random,2351.6,524.0,1372.6,935.8,91.8,3676.2,0.03139320155940086
40,Random,2295.0,486.0,1325.8,909.8,106.8,3828.6,0.03775986423419601
41,Random,2251.4,463.2,1266.0,884.0,119.2,3968.2,0.0436246523203045
42,Random,2212.2,430.8,1217.8,858.2,135.8,4097.2,0.051388783773556344
43,Random,2178.2,394.4,1161.6,828.4,146.4,4243.0,0.05784732100521574
44,Random,2149.0,358.0,1108.0,794.4,159.8,4382.8,0.0660276010247087
45,Random,2122.4,332.4,1049.6,770.0,169.6,4508.0,0.07305306685044796
46,Random,2102.4,295.8,998.2,746.6,178.6,4630.4,0.08047945205479452
47,Random,2083.0,280.2,946.4,715.6,186.2,4740.6,0.08748355572260855
48,Random,2063.8,269.0,892.4,686.8,194.2,4845.8,0.09508421464943204
49,Random,2049.6,260.2,836.6,660.2,204.0,4941.4,0.10402855685874554
50,Random,2041.4,245.8,793.4,635.0,211.0,5025.4,0.11192446424782516
51,Random,2025.6,227.6,753.0,609.8,213.0,5123.0,0.11811023622047244
52,Random,2026.0,213.6,708.6,585.8,217.2,5200.8,0.12589844655692092
53,Random,2027.8,202.6,662.0,561.6,225.2,5272.8,0.13636914133462516
54,Random,2032.0,187.4,624.6,538.4,230.4,5339.2,0.145748987854251
55,Random,2029.0,183.0,585.0,513.0,232.8,5409.2,0.15378517637732858
56,Random,2028.0,179.2,541.2,491.4,232.2,5480.0,0.16080332409972295
57,Random,2038.4,169.0,506.0,473.4,235.4,5529.8,0.17011128775834655
58,Random,2044.0,163.0,474.0,450.8,234.4,5585.8,0.17728029042504917
59,Random,2054.0,151.8,441.4,436.8,235.2,5632.8,0.1858994625355675
60,Random,2068.2,143.0,404.4,412.4,245.6,5678.4,0.20374979259996684
61,Random,2079.2,134.8,370.0,394.6,254.8,5718.6,0.22075896725004332
62,Random,2090.0,127.2,336.8,378.8,260.8,5758.4,0.23631750634287788
63,Random,2098.0,124.2,308.6,361.8,268.8,5790.6,0.2527741207447809
64,Random,2117.0,121.0,280.2,344.0,266.4,5823.4,0.26334519572953735
65,Random,2131.0,115.8,255.6,328.0,266.0,5855.6,0.2755334576341413
66,Random,2146.8,109.2,236.4,312.2,269.4,5878.0,0.29055220017256256
67,Random,2161.0,102.6,213.2,301.6,270.2,5903.4,0.30441640378548895
68,Random,2180.0,100.4,193.6,282.0,270.6,5925.4,0.3196314670446492
69,Random,2197.8,90.4,177.8,268.4,265.0,5952.6,0.3305888223552894
70,Random,2214.2,86.2,160.6,257.6,262.8,5970.6,0.3425443169968717
71,Random,2234.6,80.8,149.2,243.0,257.8,5986.6,0.35276409414340454
72,Random,2255.6,74.6,134.8,231.2,254.2,6001.6,0.3658606793321819
73,Random,2281.2,74.0,123.8,217.0,249.4,6006.6,0.37548931044866
74,Random,2297.2,71.6,111.8,209.0,244.6,6017.8,0.38398744113029826
75,Random,2318.2,70.2,99.2,199.0,241.8,6023.6,0.39626352015732547
76,Random,2339.6,67.0,87.4,187.2,237.6,6033.2,0.4102209944751381
77,Random,2364.6,63.4,79.2,179.0,232.6,6033.2,0.41970407795019843
78,Random,2391.8,57.8,73.0,170.6,227.2,6031.6,0.42981460461596677
79,Random,2417.0,54.8,67.2,159.6,217.2,6036.2,0.4354450681635926
80,Random,2439.2,58.2,59.4,150.6,209.8,6034.8,0.4389121338912134
81,Random,2461.8,55.2,56.2,144.4,201.2,6033.2,0.4402625820568928
82,Random,2478.2,56.6,51.0,139.8,194.8,6031.6,0.44052464947987335
83,Random,2496.6,55.0,47.4,136.4,186.2,6030.4,0.4381176470588235
84,Random,2519.4,60.0,41.6,129.8,180.6,6020.6,0.4383495145631068
85,Random,2540.4,58.2,40.0,125.2,176.0,6012.2,0.44066099148723087
86,Random,2558.0,60.4,33.8,119.6,172.6,6007.6,0.4466873706004141
87,Random,2578.2,57.2,31.4,117.4,170.6,5997.2,0.45300053106744553
88,Random,2596.8,55.8,33.2,111.4,164.2,5990.6,0.4503565551289083
89,Random,2619.4,53.0,27.6,110.8,161.4,5979.8,0.457482993197279
90,Random,2644.6,51.6,25.4,108.0,155.8,5966.6,0.45715962441314556
91,Random,2669.8,48.4,27.6,104.0,151.2,5951.0,0.45652173913043476
92,Random,2694.8,45.6,23.8,99.4,148.2,5940.2,0.4675078864353312
93,Random,2719.0,40.2,24.2,96.6,143.4,5928.6,0.4710906701708279
94,Random,2745.0,40.0,18.4,91.8,140.6,5916.2,0.4834938101788171
95,Random,2769.4,39.2,16.0,86.6,135.6,5905.2,0.4888248017303533
96,Random,2797.4,37.2,14.8,81.0,130.6,5891.0,0.4954476479514415
97,Random,2822.2,38.2,11.0,77.4,127.4,5875.8,0.5015748031496063
98,Random,2850.0,36.6,9.8,73.0,124.0,5858.6,0.5094494658997535
99,Random,2875.2,33.4,9.6,70.4,119.8,5843.6,0.5137221269296741
100,Random,2904.0,31.6,8.2,66.6,117.4,5824.2,0.5245755138516532
101,Random,2927.4,33.0,6.2,62.8,112.0,5810.6,0.5233644859813084
102,Random,2957.4,31.0,8.6,57.8,106.8,5790.4,0.5230166503428012
103,Random,2983.4,28.8,8.2,56.8,100.6,5774.2,0.5174897119341564
104,Random,3010.0,27.0,6.4,54.4,97.2,5757.0,0.5254054054054054
105,Random,3035.8,24.2,9.2,52.8,92.0,5738.0,0.5162738496071829
106,Random,3060.6,24.2,6.4,50.4,90.4,5720.0,0.5274212368728122
107,Random,3087.6,23.8,6.2,49.6,85.6,5699.2,0.5181598062953995
108,Random,3111.6,22.8,6.6,48.0,81.8,5681.2,0.5138190954773869
109,Random,3140.8,20.8,6.4,47.6,79.8,5656.6,0.5161707632600258
110,Random,3169.6,19.8,7.4,44.2,75.6,5635.4,0.5142857142857142
111,Random,3203.0,18.0,6.2,42.4,74.4,5608.0,0.5276595744680852
112,Random,3233.8,18.6,4.8,40.0,69.6,5585.2,0.5233082706766917
113,Random,3261.4,19.0,4.8,38.2,65.2,5563.4,0.5125786163522013
114,Random,3290.2,18.0,5.2,35.0,64.6,5539.0,0.5260586319218241
115,Random,3322.0,16.0,3.4,33.2,63.2,5514.2,0.5457685664939551
116,Random,3350.6,16.6,2.4,32.6,62.4,5487.4,0.5473684210526316
117,Random,3379.8,16.2,1.4,31.4,60.8,5462.4,0.5537340619307832
118,Random,3403.2,19.2,2.0,30.0,59.2,5438.4,0.5362318840579711
119,Random,3431.6,20.6,3.4,30.0,55.8,5410.6,0.5081967213114754
120,Random,3459.0,21.6,3.0,28.6,54.2,5385.6,0.5046554934823091
121,Random,3480.6,23.8,3.6,29.2,54.4,5360.4,0.4900900900900901
122,Random,3499.8,25.6,3.0,29.2,53.8,5340.6,0.482078853046595
123,Random,3524.6,26.0,2.8,29.4,52.4,5316.8,0.47377938517179025
124,Random,3552.8,22.6,3.6,30.2,52.2,5290.6,0.48066298342541436
125,Random,3579.2,23.2,4.6,30.4,51.0,5263.6,0.4670329670329671
126,Random,3599.6,26.4,5.0,29.4,50.8,5240.8,0.4551971326164875
127,Random,3619.0,28.8,4.6,28.6,50.4,5220.6,0.44839857651245546
128,Random,3644.4,25.0,7.8,28.6,48.6,5197.6,0.44181818181818183
129,Random,3670.0,25.0,6.8,27.8,46.8,5175.6,0.4398496240601503
130,Random,3691.4,25.0,7.4,28.6,45.8,5153.8,0.4288389513108614
131,Random,3711.8,25.0,7.6,29.6,45.8,5132.2,0.42407407407407405
132,Random,3737.8,27.2,8.2,30.4,44.2,5104.2,0.40181818181818185
133,Random,3759.6,28.8,6.4,32.4,40.8,5084.0,0.3763837638376384
134,Random,3779.0,30.2,7.4,32.4,40.8,5062.2,0.3682310469314079
135,Random,3804.8,29.2,7.4,31.6,41.0,5038.0,0.37545787545787546
136,Random,3834.4,25.0,8.8,32.0,40.4,5011.4,0.3804143126177025
137,Random,3853.8,25.2,7.2,30.8,42.0,4993.0,0.3992395437262357
138,Random,3872.4,25.6,7.0,29.4,42.4,4975.2,0.4061302681992337
139,Random,3895.6,25.2,6.2,28.0,41.8,4955.2,0.41304347826086957
140,Random,3921.2,22.2,7.0,28.0,41.0,4932.6,0.41751527494908347
141,Random,3946.0,23.8,4.8,27.6,40.8,4909.0,0.4206185567010309
142,Random,3962.0,27.2,5.0,26.2,41.0,4890.6,0.4124748490945674
143,Random,3984.0,25.2,6.8,26.8,41.0,4868.2,0.41082164328657317
144,Random,4007.6,23.2,5.4,28.2,42.8,4844.8,0.42971887550200805
145,Random,4031.4,22.8,4.6,26.0,43.2,4824.0,0.44720496894409945
146,Random,4055.0,20.6,4.4,26.8,43.8,4801.4,0.4581589958158996
147,Random,4075.6,20.0,4.8,26.2,45.8,4779.6,0.4731404958677686
148,Random,4096.6,18.6,3.6,26.0,45.6,4761.6,0.4861407249466951
149,Random,4118.0,18.0,2.2,25.6,46.6,4741.6,0.5043290043290043
