Day,Strategy,S_avg,E_avg,I_avg,A_avg,Q_avg,R_avg,Efficiency_avg
0,LocalGNTS-14,8937.6,4.4,9.0,0,0,1.0,0.0
1,LocalGNTS-14,8933.6,7.6,9.0,0.2,0,1.6,0.0
2,LocalGNTS-14,8927.0,12.2,9.2,1.4,0,2.2,0.0
3,LocalGNTS-14,8915.0,21.8,10.0,2.6,0,2.6,0.0
4,LocalGNTS-14,8890.4,44.0,10.8,3.4,0,3.4,0.0
5,LocalGNTS-14,8862.2,63.0,15.6,7.2,0,4.0,0.0
6,LocalGNTS-14,8819.0,94.8,22.6,10.8,0,4.8,0.0
7,LocalGNTS-14,8757.6,138.8,29.8,18.0,0,7.8,0.0
8,LocalGNTS-14,8679.8,188.4,44.6,27.2,0,12.0,0.0
9,LocalGNTS-14,8571.0,259.0,66.0,39.6,0,16.4,0.0
10,LocalGNTS-14,8400.8,377.8,91.0,57.8,0,24.6,0.0
11,LocalGNTS-14,8218.0,484.2,131.2,82.2,0,36.4,0.0
12,LocalGNTS-14,8000.8,601.6,181.0,116.6,0,52.0,0.0
13,LocalGNTS-14,7759.4,721.2,243.2,154.0,0,74.2,0.0
14,LocalGNTS-14,7495.0,831.8,315.2,207.0,0,103.0,0.0
15,LocalGNTS-14,7193.0,967.2,393.4,256.0,0,142.4,0.0
16,LocalGNTS-14,6868.4,1104.6,476.4,313.6,0,189.0,0.0
17,LocalGNTS-14,6528.4,1234.8,573.2,372.4,0,243.2,0.0
18,LocalGNTS-14,6196.2,1318.0,676.2,453.6,0,308.0,0.0
19,LocalGNTS-14,5876.4,1368.8,786.8,534.2,0,385.8,0.0
20,LocalGNTS-14,5576.6,1387.0,832.8,616.0,62.6,477.0,0.021598123102401324
21,LocalGNTS-14,5320.6,1362.6,849.2,684.8,151.6,583.2,0.049734269404894685
22,LocalGNTS-14,5069.6,1344.8,844.0,744.6,247.8,701.2,0.07789513391173142
23,LocalGNTS-14,4879.6,1267.6,841.0,797.0,339.0,827.8,0.10448129199284967
24,LocalGNTS-14,4703.6,1195.0,826.4,839.2,424.0,963.8,0.12908725567801252
25,LocalGNTS-14,4547.2,1106.8,820.6,867.8,495.4,1114.2,0.15055005166231084
26,LocalGNTS-14,4412.8,1024.2,805.2,884.6,558.8,1266.4,0.17074065020777313
27,LocalGNTS-14,4290.6,953.2,787.6,893.2,613.0,1414.4,0.18878965198644904
28,LocalGNTS-14,4185.4,867.8,759.2,904.4,662.6,1572.6,0.20745147150907953
29,LocalGNTS-14,4082.6,801.8,718.6,911.4,707.4,1730.2,0.22534403669724767
30,LocalGNTS-14,3996.0,741.2,681.6,910.4,740.2,1882.6,0.24084076267326085
31,LocalGNTS-14,3920.6,678.8,643.4,903.2,770.6,2035.4,0.2572096128170895
32,LocalGNTS-14,3857.6,620.6,601.2,888.0,794.2,2190.4,0.2734848484848485
33,LocalGNTS-14,3801.8,565.0,569.6,869.2,806.8,2339.6,0.28705614459546
34,LocalGNTS-14,3748.8,522.0,531.4,839.2,821.2,2489.4,0.30260151816640873
35,LocalGNTS-14,3698.4,477.8,489.2,812.2,839.6,2634.8,0.3206048571864976
36,LocalGNTS-14,3665.6,428.4,451.0,788.6,849.6,2768.8,0.3374642516682555
37,LocalGNTS-14,3630.6,392.8,416.2,760.0,847.0,2905.4,0.35057947019867547
38,LocalGNTS-14,3602.0,362.4,387.0,729.0,840.0,3031.6,0.36231884057971014
39,LocalGNTS-14,3581.6,328.2,349.2,699.4,833.4,3160.2,0.3770699484209574
40,LocalGNTS-14,3569.6,277.8,284.6,648.6,889.6,3281.8,0.42349804817671144
41,LocalGNTS-14,3558.2,242.2,228.4,611.8,908.4,3403.0,0.456298975286317
42,LocalGNTS-14,3551.0,211.4,183.2,577.0,914.0,3515.4,0.4847263470513365
43,LocalGNTS-14,3544.8,186.0,138.4,554.2,906.0,3622.6,0.507676790317158
44,LocalGNTS-14,3546.0,165.2,98.6,522.4,908.2,3711.6,0.5360009442870632
45,LocalGNTS-14,3556.2,138.2,68.6,491.2,891.0,3806.8,0.5607300188797986
46,LocalGNTS-14,3566.0,124.4,37.6,460.8,878.2,3885.0,0.585076615589607
47,LocalGNTS-14,3573.2,113.8,18.0,439.4,849.4,3958.2,0.5979163733633676
48,LocalGNTS-14,3582.4,102.8,16.6,408.8,809.4,4032.0,0.6051136363636364
49,LocalGNTS-14,3591.0,97.6,9.8,380.2,770.0,4103.4,0.6122773536895675
50,LocalGNTS-14,3598.8,92.8,9.6,356.4,728.6,4165.8,0.6136095671214418
51,LocalGNTS-14,3613.4,82.4,7.8,336.8,690.4,4221.2,0.6178628960085913
52,LocalGNTS-14,3626.4,71.8,11.2,318.2,654.2,4270.2,0.6198597688080348
53,LocalGNTS-14,3641.4,65.4,9.8,301.4,621.2,4312.8,0.6225696532371218
54,LocalGNTS-14,3653.4,58.6,9.6,284.4,589.6,4356.4,0.6257694756951815
55,LocalGNTS-14,3670.8,57.6,6.0,267.2,556.2,4394.2,0.6270574971815107
56,LocalGNTS-14,3685.4,53.0,8.6,253.8,529.2,4422.0,0.6265687899597442
57,LocalGNTS-14,3696.0,51.6,7.6,237.6,501.8,4457.4,0.6283496118206862
58,LocalGNTS-14,3708.4,49.4,6.0,225.6,474.0,4488.6,0.6278145695364239
59,LocalGNTS-14,3729.8,46.8,7.0,211.0,449.2,4508.2,0.6291316526610644
60,LocalGNTS-14,3744.4,47.2,4.0,199.6,428.0,4528.8,0.6305244549204478
61,LocalGNTS-14,3766.4,45.0,5.4,187.4,406.0,4541.8,0.6306306306306306
62,LocalGNTS-14,3782.4,40.0,6.4,176.8,382.4,4564.0,0.631439894319683
63,LocalGNTS-14,3801.6,41.6,3.6,164.8,366.2,4574.2,0.6355432141617493
64,LocalGNTS-14,3823.8,40.2,3.6,156.0,343.0,4585.4,0.6319086219602064
65,LocalGNTS-14,3838.2,41.8,5.4,147.8,322.8,4596.0,0.6234067207415992
66,LocalGNTS-14,3854.6,40.2,5.6,142.0,311.4,4598.2,0.6237980769230769
67,LocalGNTS-14,3869.6,41.8,3.4,136.4,292.6,4608.2,0.6170392239561366
68,LocalGNTS-14,3886.6,40.8,4.8,130.4,276.8,4612.6,0.6113074204946997
69,LocalGNTS-14,3907.8,37.8,5.0,125.4,261.4,4614.6,0.6084729981378026
70,LocalGNTS-14,3926.8,34.6,5.4,120.0,245.0,4620.2,0.6049382716049383
71,LocalGNTS-14,3948.6,33.8,3.8,111.8,233.4,4620.6,0.6097178683385581
72,LocalGNTS-14,3972.0,31.8,4.2,103.8,219.2,4621.0,0.6105849582172702
73,LocalGNTS-14,3994.0,28.6,4.4,100.0,211.4,4613.6,0.6138211382113822
74,LocalGNTS-14,4014.2,28.6,3.6,96.6,200.8,4608.2,0.6092233009708737
75,LocalGNTS-14,4039.4,27.2,3.2,91.4,191.8,4599.0,0.6116071428571428
76,LocalGNTS-14,4061.8,28.8,4.2,87.0,180.8,4589.4,0.601063829787234
77,LocalGNTS-14,4087.6,27.4,3.8,84.6,175.2,4573.4,0.6020618556701031
78,LocalGNTS-14,4105.8,26.8,2.6,77.4,171.2,4568.2,0.6158273381294964
79,LocalGNTS-14,4125.0,24.6,4.8,72.4,159.6,4565.6,0.6105585309869932
80,LocalGNTS-14,4140.0,24.6,2.8,68.8,153.0,4562.8,0.6139646869983949
81,LocalGNTS-14,4161.4,24.6,2.8,65.0,144.8,4553.4,0.6104553119730185
82,LocalGNTS-14,4180.8,22.8,3.2,60.6,137.0,4547.6,0.6127012522361359
83,LocalGNTS-14,4199.8,21.8,3.8,57.6,128.0,4541.0,0.6060606060606061
84,LocalGNTS-14,4224.4,21.8,2.6,54.2,123.6,4525.4,0.6112759643916914
85,LocalGNTS-14,4243.8,19.0,3.4,52.8,115.8,4517.2,0.606282722513089
86,LocalGNTS-14,4264.4,19.0,2.0,50.4,110.0,4506.2,0.6063947078280044
87,LocalGNTS-14,4286.4,16.4,3.4,49.8,104.2,4491.8,0.5995397008055235
88,LocalGNTS-14,4311.2,15.2,2.0,47.6,100.6,4475.4,0.6082224909310763
89,LocalGNTS-14,4333.2,15.8,2.0,44.8,96.8,4459.4,0.6072772898368884
90,LocalGNTS-14,4353.8,15.6,1.2,43.6,93.2,4444.6,0.6067708333333333
91,LocalGNTS-14,4368.8,20.8,2.4,42.8,88.6,4428.6,0.5730918499353169
92,LocalGNTS-14,4389.2,21.0,3.2,42.0,84.4,4412.2,0.5604249667994687
93,LocalGNTS-14,4405.0,22.0,3.8,39.6,81.4,4400.2,0.5544959128065395
94,LocalGNTS-14,4427.6,22.0,3.8,36.8,78.6,4383.2,0.556657223796034
95,LocalGNTS-14,4447.6,19.6,3.8,36.4,77.4,4367.2,0.5641399416909622
96,LocalGNTS-14,4469.4,20.0,1.4,35.8,76.2,4349.2,0.5712143928035982
97,LocalGNTS-14,4491.0,19.8,1.6,35.0,72.8,4331.8,0.563467492260062
98,LocalGNTS-14,4508.2,19.8,2.0,34.2,69.0,4318.8,0.552
99,LocalGNTS-14,4529.6,20.2,2.0,31.8,67.4,4301.0,0.5551894563426689
100,LocalGNTS-14,4552.8,17.8,3.2,30.6,64.2,4283.4,0.5544041450777202
101,LocalGNTS-14,4576.6,20.4,1.8,28.2,64.0,4261.0,0.5594405594405594
102,LocalGNTS-14,4598.0,21.2,2.6,27.8,64.0,4238.4,0.5536332179930796
103,LocalGNTS-14,4618.2,21.2,3.0,27.0,61.0,4221.6,0.5436720142602496
104,LocalGNTS-14,4636.8,19.2,3.8,25.8,59.8,4206.6,0.5506445672191529
105,LocalGNTS-14,4660.6,17.2,3.2,24.8,60.0,4186.2,0.5703422053231939
106,LocalGNTS-14,4681.8,17.2,3.0,24.6,59.2,4166.2,0.5692307692307692
107,LocalGNTS-14,4698.8,15.8,2.2,25.2,58.6,4151.4,0.5756385068762279
108,LocalGNTS-14,4718.0,16.4,1.6,24.2,55.6,4136.2,0.5685071574642127
109,LocalGNTS-14,4739.8,16.0,2.8,23.2,54.8,4115.4,0.5661157024793388
110,LocalGNTS-14,4758.4,15.0,1.8,22.8,54.2,4099.8,0.5778251599147121
111,LocalGNTS-14,4776.2,16.2,2.4,20.2,52.6,4084.4,0.5754923413566739
112,LocalGNTS-14,4793.6,13.4,2.6,20.2,51.2,4071.0,0.585812356979405
113,LocalGNTS-14,4814.6,12.2,1.2,19.8,49.6,4054.6,0.5990338164251207
114,LocalGNTS-14,4834.6,13.2,0.8,20.0,46.6,4036.8,0.5781637717121588
115,LocalGNTS-14,4854.0,11.6,2.6,20.0,44.8,4019.0,0.5670886075949366
116,LocalGNTS-14,4873.8,13.2,0.8,19.6,45.0,3999.6,0.5725190839694657
117,LocalGNTS-14,4890.2,18.0,2.4,18.4,43.0,3980.0,0.5256723716381418
118,LocalGNTS-14,4909.8,18.4,1.2,18.6,42.4,3961.6,0.5260545905707196
119,LocalGNTS-14,4927.4,19.2,1.8,18.4,42.0,3943.2,0.5159705159705159
120,LocalGNTS-14,4947.2,18.0,3.2,18.4,39.6,3925.6,0.5000000000000001
121,LocalGNTS-14,4966.0,15.8,3.0,18.0,41.0,3908.2,0.5269922879177378
122,LocalGNTS-14,4989.6,17.2,1.0,17.0,42.0,3885.2,0.544041450777202
123,LocalGNTS-14,5005.8,15.2,2.2,18.4,38.6,3871.8,0.5188172043010753
124,LocalGNTS-14,5020.6,17.6,1.6,17.0,38.4,3856.8,0.514745308310992
125,LocalGNTS-14,5037.0,16.4,3.2,17.2,37.0,3841.2,0.5013550135501356
126,LocalGNTS-14,5052.8,16.0,2.8,17.4,37.4,3825.6,0.5081521739130435
127,LocalGNTS-14,5066.4,18.6,3.4,19.0,36.2,3808.4,0.4689119170984456
128,LocalGNTS-14,5083.4,20.8,3.8,18.4,36.4,3789.2,0.45843828715365237
129,LocalGNTS-14,5100.0,21.2,2.6,19.2,38.8,3770.2,0.47432762836185816
130,LocalGNTS-14,5120.6,20.0,2.4,19.0,38.2,3751.8,0.47989949748743727
131,LocalGNTS-14,5138.2,18.6,3.6,20.4,39.0,3732.2,0.47794117647058826
132,LocalGNTS-14,5156.6,20.4,2.6,19.6,41.4,3711.4,0.4928571428571428
133,LocalGNTS-14,5172.0,20.2,2.6,18.8,40.4,3698.0,0.4926829268292683
134,LocalGNTS-14,5187.2,18.6,3.4,18.0,39.4,3685.4,0.4962216624685138
135,LocalGNTS-14,5201.6,18.4,1.6,18.4,40.8,3671.2,0.5151515151515151
136,LocalGNTS-14,5219.8,18.4,1.6,20.0,39.4,3652.8,0.4962216624685138
137,LocalGNTS-14,5238.0,17.8,2.2,19.2,38.0,3636.8,0.49222797927461137
138,LocalGNTS-14,5255.8,17.6,2.0,18.4,36.4,3621.8,0.48924731182795694
139,LocalGNTS-14,5270.8,15.4,2.6,19.0,36.2,3608.0,0.49453551912568305
140,LocalGNTS-14,5287.6,17.0,3.2,17.4,34.6,3592.2,0.479224376731302
141,LocalGNTS-14,5304.0,18.4,1.8,16.0,34.2,3577.6,0.48579545454545453
142,LocalGNTS-14,5321.4,17.2,2.4,16.4,34.4,3560.2,0.4886363636363636
143,LocalGNTS-14,5340.4,15.2,3.6,16.4,35.0,3541.4,0.49857549857549854
144,LocalGNTS-14,5355.8,16.8,1.8,13.8,37.0,3526.8,0.5331412103746397
145,LocalGNTS-14,5370.8,18.2,2.6,12.8,36.0,3511.6,0.5172413793103449
146,LocalGNTS-14,5386.0,18.0,2.4,12.8,36.8,3496.0,0.5257142857142857
147,LocalGNTS-14,5406.0,15.4,2.6,13.4,36.8,3477.8,0.5395894428152493
148,LocalGNTS-14,5420.6,15.6,2.4,12.8,36.8,3463.8,0.5443786982248521
149,LocalGNTS-14,5435.0,14.6,2.2,13.0,35.4,3451.8,0.5429447852760736
0,Beta-Binomial-14,8938.8,3.2,9.2,0,0,0.8,0.0
1,Beta-Binomial-14,8935.0,6.2,9.2,0.4,0,1.2,0.0
2,Beta-Binomial-14,8926.8,13.6,9.4,0.8,0,1.4,0.0
3,Beta-Binomial-14,8914.0,24.0,10.8,1.4,0,1.8,0.0
4,Beta-Binomial-14,8893.8,38.0,13.8,3.4,0,3.0,0.0
5,Beta-Binomial-14,8858.4,65.4,18.4,5.4,0,4.4,0.0
6,Beta-Binomial-14,8790.6,119.6,24.8,10.8,0,6.2,0.0
7,Beta-Binomial-14,8689.8,196.2,36.0,20.6,0,9.4,0.0
8,Beta-Binomial-14,8565.0,285.2,55.0,32.8,0,14.0,0.0
9,Beta-Binomial-14,8392.4,402.2,82.4,55.2,0,19.8,0.0
10,Beta-Binomial-14,8190.0,522.4,127.4,83.2,0,29.0,0.0
11,Beta-Binomial-14,7913.2,691.8,176.4,126.2,0,44.4,0.0
12,Beta-Binomial-14,7607.4,861.4,243.6,174.4,0,65.2,0.0
13,Beta-Binomial-14,7257.4,1050.2,320.4,229.8,0,94.2,0.0
14,Beta-Binomial-14,6906.2,1185.8,434.8,295.4,0,129.8,0.0
15,Beta-Binomial-14,6524.6,1338.4,538.0,363.4,0,187.6,0.0
16,Beta-Binomial-14,6176.2,1406.6,676.8,443.4,0,249.0,0.0
17,Beta-Binomial-14,5837.6,1453.2,807.0,531.6,0,322.6,0.0
18,Beta-Binomial-14,5504.8,1492.6,932.8,603.2,0,418.6,0.0
19,Beta-Binomial-14,5201.2,1516.2,1033.6,671.4,0,529.6,0.0
20,Beta-Binomial-14,4918.0,1504.0,1129.4,743.0,8.2,649.4,0.0024227382851740235
21,Beta-Binomial-14,4658.0,1465.8,1226.8,807.6,16.8,777.0,0.0047767984077338645
22,Beta-Binomial-14,4418.0,1417.4,1295.6,866.0,24.2,930.8,0.006716252220248668
23,Beta-Binomial-14,4209.8,1347.2,1360.2,917.2,32.2,1085.4,0.00880551301684533
24,Beta-Binomial-14,4009.6,1297.4,1404.4,951.6,39.6,1249.4,0.010722989439480099
25,Beta-Binomial-14,3834.2,1219.4,1455.2,991.6,47.2,1404.4,0.012710723326331665
26,Beta-Binomial-14,3666.6,1142.6,1490.0,1032.0,53.8,1567.0,0.014468588640275386
27,Beta-Binomial-14,3520.2,1075.4,1510.6,1049.4,57.0,1739.4,0.015437114072148195
28,Beta-Binomial-14,3380.8,1005.8,1520.0,1069.0,63.0,1913.4,0.017223467658155175
29,Beta-Binomial-14,3267.6,929.6,1519.8,1074.2,69.6,2091.2,0.01936992096181676
30,Beta-Binomial-14,3144.4,873.4,1515.4,1080.6,73.6,2264.6,0.02077335591306802
31,Beta-Binomial-14,3035.6,815.4,1496.0,1073.2,79.0,2452.8,0.02280863841090195
32,Beta-Binomial-14,2939.8,769.0,1471.0,1059.4,82.8,2630.0,0.024481106971793506
33,Beta-Binomial-14,2857.0,720.4,1446.2,1039.0,86.0,2803.4,0.02612711143516831
34,Beta-Binomial-14,2774.6,678.6,1421.6,1023.6,88.4,2965.2,0.0275200796961584
35,Beta-Binomial-14,2701.8,642.2,1389.6,1006.2,92.0,3120.2,0.02939297124600639
36,Beta-Binomial-14,2635.6,608.4,1345.6,985.4,94.6,3282.4,0.03117996044825313
37,Beta-Binomial-14,2576.2,559.6,1314.6,966.2,96.6,3438.8,0.03289070480081716
38,Beta-Binomial-14,2530.2,514.4,1283.2,939.6,99.8,3584.8,0.03517800493479027
39,Beta-Binomial-14,2482.8,477.2,1245.4,920.4,101.0,3725.2,0.036807580174927114
40,Beta-Binomial-14,2433.8,455.2,1190.4,893.2,117.4,3862.0,0.044198479030193506
41,Beta-Binomial-14,2395.2,427.4,1135.4,863.6,133.0,3997.4,0.0519653043682113
42,Beta-Binomial-14,2363.2,398.8,1085.8,837.6,143.4,4123.2,0.05816028552887736
43,Beta-Binomial-14,2326.4,377.8,1037.6,813.8,155.0,4241.4,0.0650113245533093
44,Beta-Binomial-14,2300.6,351.2,995.0,787.0,163.2,4355.0,0.07106775823027348
45,Beta-Binomial-14,2289.6,318.2,943.8,761.8,172.8,4465.8,0.07866703086588364
46,Beta-Binomial-14,2271.8,292.8,888.8,739.0,183.0,4576.6,0.0869937250427838
47,Beta-Binomial-14,2261.0,273.2,833.8,708.0,191.4,4684.6,0.09539473684210527
48,Beta-Binomial-14,2247.6,258.8,783.6,674.8,200.2,4787.0,0.10441222488786898
49,Beta-Binomial-14,2240.6,238.0,738.0,647.2,207.8,4880.4,0.11348989623156745
50,Beta-Binomial-14,2240.6,216.0,689.2,618.2,216.8,4971.2,0.12458338122054936
51,Beta-Binomial-14,2241.4,205.4,642.2,587.8,225.2,5050.0,0.13561363362640008
52,Beta-Binomial-14,2239.0,200.2,597.2,559.2,233.0,5123.4,0.14657775541016607
53,Beta-Binomial-14,2242.6,189.0,558.4,531.6,237.8,5192.6,0.15677742616033757
54,Beta-Binomial-14,2242.6,178.2,521.4,508.8,239.6,5261.4,0.16546961325966852
55,Beta-Binomial-14,2245.2,171.6,481.2,489.2,246.2,5318.6,0.1773519665754214
56,Beta-Binomial-14,2248.8,163.2,440.2,473.4,252.8,5373.6,0.19013237063778582
57,Beta-Binomial-14,2256.6,149.6,407.0,450.2,258.0,5430.6,0.20398481973434535
58,Beta-Binomial-14,2263.8,141.6,374.0,432.4,264.0,5476.2,0.21782178217821782
59,Beta-Binomial-14,2274.4,133.2,344.6,416.6,265.2,5518.0,0.2286995515695067
60,Beta-Binomial-14,2285.8,126.6,303.0,399.8,280.4,5556.4,0.25265813660118935
61,Beta-Binomial-14,2298.4,124.6,261.2,379.8,297.4,5590.6,0.2797742238946378
62,Beta-Binomial-14,2307.6,121.6,228.2,359.0,311.6,5624.0,0.30537044296354376
63,Beta-Binomial-14,2322.6,118.8,190.8,340.6,319.2,5660.0,0.32927584072622235
64,Beta-Binomial-14,2335.4,110.8,156.0,325.0,330.2,5694.6,0.3581344902386117
65,Beta-Binomial-14,2358.4,102.4,122.0,308.6,338.6,5722.0,0.3884809545663148
66,Beta-Binomial-14,2379.0,91.2,96.2,294.2,347.6,5743.8,0.4191992281717318
67,Beta-Binomial-14,2396.8,84.0,81.6,276.2,344.0,5769.4,0.4377704250445406
68,Beta-Binomial-14,2415.2,80.0,65.0,260.4,342.8,5788.6,0.4581662657043571
69,Beta-Binomial-14,2435.6,76.4,49.4,248.4,341.6,5800.6,0.47722827605476387
70,Beta-Binomial-14,2462.8,68.0,38.6,236.0,339.4,5807.2,0.4976539589442815
71,Beta-Binomial-14,2487.4,62.2,30.0,220.8,332.8,5818.8,0.5153298234747601
72,Beta-Binomial-14,2514.6,60.8,21.0,207.0,326.8,5821.8,0.5308641975308642
73,Beta-Binomial-14,2535.8,53.2,20.2,194.8,316.4,5831.6,0.5412247690728703
74,Beta-Binomial-14,2559.4,48.6,14.2,186.0,305.4,5838.4,0.5510645976181883
75,Beta-Binomial-14,2586.0,46.2,13.8,174.4,291.4,5840.2,0.5542031190566755
76,Beta-Binomial-14,2614.4,43.4,12.6,163.4,276.0,5842.2,0.5571255551069842
77,Beta-Binomial-14,2643.4,39.2,9.0,157.2,263.8,5839.4,0.5622335890878091
78,Beta-Binomial-14,2669.0,37.2,9.0,146.8,246.4,5843.6,0.5607646791078744
79,Beta-Binomial-14,2695.2,35.0,9.6,137.2,234.8,5840.2,0.5636101776284206
80,Beta-Binomial-14,2719.2,32.2,8.0,128.0,226.4,5838.2,0.5737455651292448
81,Beta-Binomial-14,2747.2,32.0,8.2,118.0,218.0,5828.6,0.5794790005316321
82,Beta-Binomial-14,2778.6,31.6,7.4,111.6,207.0,5815.8,0.5788590604026845
83,Beta-Binomial-14,2807.2,28.2,7.6,104.4,197.4,5807.2,0.5847156398104265
84,Beta-Binomial-14,2834.4,25.8,4.6,97.8,190.0,5799.4,0.5971087366436204
85,Beta-Binomial-14,2859.6,24.2,4.8,92.4,178.0,5793.0,0.5945223780895124
86,Beta-Binomial-14,2890.0,24.2,5.8,87.0,167.8,5777.2,0.589185393258427
87,Beta-Binomial-14,2911.8,27.8,5.2,83.8,157.2,5766.2,0.5737226277372263
88,Beta-Binomial-14,2935.0,30.0,6.8,80.6,150.4,5749.2,0.561613144137416
89,Beta-Binomial-14,2966.2,30.0,7.8,77.8,141.2,5729.0,0.5498442367601246
90,Beta-Binomial-14,2987.8,32.8,6.2,76.2,134.8,5714.2,0.5392
91,Beta-Binomial-14,3010.2,36.8,6.6,74.4,124.8,5699.2,0.5144270403957131
92,Beta-Binomial-14,3029.0,37.8,7.0,71.2,122.0,5685.0,0.5126050420168067
93,Beta-Binomial-14,3052.8,33.6,10.0,68.0,116.8,5670.8,0.51138353765324
94,Beta-Binomial-14,3080.6,33.2,10.6,65.0,112.2,5650.4,0.5076923076923077
95,Beta-Binomial-14,3100.4,30.8,10.0,63.6,106.6,5640.6,0.5052132701421801
96,Beta-Binomial-14,3127.6,29.6,5.4,60.4,104.0,5625.0,0.5215646940822467
97,Beta-Binomial-14,3152.2,28.6,6.2,59.8,99.4,5605.8,0.5123711340206186
98,Beta-Binomial-14,3171.8,34.2,4.0,59.2,95.8,5587.0,0.4958592132505176
99,Beta-Binomial-14,3195.2,35.2,6.4,59.0,92.2,5564.0,0.47821576763485474
100,Beta-Binomial-14,3221.2,37.6,5.4,57.8,90.2,5539.8,0.4722513089005236
101,Beta-Binomial-14,3243.2,36.2,7.2,58.8,88.4,5518.2,0.46379853095487933
102,Beta-Binomial-14,3265.8,35.4,7.6,58.8,88.8,5495.6,0.46589716684155297
103,Beta-Binomial-14,3285.6,36.2,8.4,57.4,87.2,5477.2,0.46088794926004234
104,Beta-Binomial-14,3308.0,33.2,10.2,57.4,86.4,5456.8,0.4615384615384615
105,Beta-Binomial-14,3331.6,32.2,6.2,55.2,88.2,5438.6,0.48514851485148514
106,Beta-Binomial-14,3356.0,30.0,7.2,53.4,84.2,5421.2,0.4816933638443936
107,Beta-Binomial-14,3384.0,29.4,8.0,51.2,82.8,5396.6,0.4830805134189032
108,Beta-Binomial-14,3408.2,30.2,6.8,50.2,80.6,5376.0,0.48033373063170437
109,Beta-Binomial-14,3431.4,30.6,6.8,50.4,75.8,5357.0,0.4633251833740831
110,Beta-Binomial-14,3453.2,30.4,6.6,48.2,75.4,5338.2,0.46948941469489414
111,Beta-Binomial-14,3474.8,32.6,7.6,48.0,74.6,5314.4,0.45823095823095816
112,Beta-Binomial-14,3499.2,30.4,7.8,46.2,72.0,5296.4,0.46035805626598464
113,Beta-Binomial-14,3520.8,29.2,6.8,44.0,72.0,5279.2,0.47368421052631576
114,Beta-Binomial-14,3538.4,28.6,7.2,41.2,72.6,5264.0,0.4852941176470588
115,Beta-Binomial-14,3563.0,27.8,7.4,39.0,72.6,5242.2,0.49455040871934597
116,Beta-Binomial-14,3584.4,28.0,8.4,38.4,69.4,5223.4,0.48127600554785027
117,Beta-Binomial-14,3610.4,31.2,5.8,37.8,68.2,5198.6,0.47692307692307695
118,Beta-Binomial-14,3635.8,28.0,7.0,38.4,67.6,5175.2,0.47943262411347515
119,Beta-Binomial-14,3659.0,29.6,4.6,35.8,68.6,5154.4,0.4949494949494949
120,Beta-Binomial-14,3686.2,28.0,6.6,33.2,66.6,5131.4,0.49553571428571425
121,Beta-Binomial-14,3711.2,25.8,4.6,33.0,66.4,5111.0,0.5115562403697997
122,Beta-Binomial-14,3732.6,26.8,4.8,30.6,64.8,5092.4,0.5102362204724409
123,Beta-Binomial-14,3760.6,26.4,5.6,28.8,64.6,5066.0,0.5151515151515151
124,Beta-Binomial-14,3788.0,24.8,6.0,27.0,63.2,5043.0,0.5223140495867769
125,Beta-Binomial-14,3808.6,23.4,6.4,28.2,61.8,5023.6,0.5158597662771285
126,Beta-Binomial-14,3832.2,21.8,5.6,28.2,60.0,5004.2,0.5190311418685122
127,Beta-Binomial-14,3854.4,22.6,5.0,27.4,58.6,4984.0,0.5158450704225352
128,Beta-Binomial-14,3873.2,24.4,4.4,26.8,57.6,4965.6,0.5088339222614842
129,Beta-Binomial-14,3900.2,19.6,4.8,27.4,58.2,4941.8,0.5290909090909092
130,Beta-Binomial-14,3921.6,20.8,4.0,27.2,56.4,4922.0,0.5202952029520295
131,Beta-Binomial-14,3947.2,21.4,4.4,27.6,56.2,4895.2,0.5127737226277372
