Day,Strategy,S_avg,E_avg,I_avg,A_avg,Q_avg,R_avg,Efficiency_avg
52,Uniform,802.0,11.0,1.0,15.2,27.4,143.4,0.5018315018315018
53,Uniform,800.4,12.4,0.6,14.2,25.8,146.6,0.4867924528301887
54,Uniform,798.6,12.8,1.4,13.4,24.4,149.4,0.46923076923076923
55,Uniform,798.0,11.8,1.8,13.8,24.6,150.0,0.4730769230769231
56,Uniform,797.0,10.0,2.0,13.8,25.6,151.6,0.49805447470817116
57,Uniform,795.2,10.6,1.4,13.4,26.0,153.4,0.5058365758754864
58,Uniform,794.2,10.6,1.4,12.6,25.8,155.4,0.5119047619047619
59,Uniform,791.8,12.0,1.6,12.6,25.8,156.2,0.49615384615384617
60,Uniform,791.2,11.8,0.2,12.0,27.0,157.8,0.5294117647058824
61,Uniform,791.4,10.4,1.2,12.2,24.8,160.0,0.5102880658436215
62,Uniform,788.2,11.4,1.4,11.4,24.4,163.2,0.5020576131687242
63,Uniform,785.4,11.8,0.8,11.2,25.0,165.8,0.5122950819672132
64,Uniform,785.0,9.6,2.0,11.2,24.4,167.8,0.516949152542373
65,Uniform,783.6,10.0,1.2,10.6,24.4,170.2,0.5281385281385281
66,Uniform,782.8,9.4,1.0,10.6,23.4,172.8,0.527027027027027
67,Uniform,782.2,9.6,0.4,10.6,22.8,174.4,0.5253456221198156
68,Uniform,781.6,9.6,0.8,11.0,21.4,175.6,0.5
69,Uniform,781.2,9.6,0.6,11.2,20.2,177.2,0.48557692307692313
70,Uniform,780.2,10.2,0.4,10.2,18.0,181.0,0.4639175257731959
71,Uniform,780.0,9.0,1.8,9.4,17.4,182.4,0.46276595744680843
72,Uniform,779.4,8.6,0.4,9.6,18.8,183.2,0.5026737967914437
73,Uniform,777.2,11.0,0.6,9.0,17.8,184.4,0.46354166666666663
74,Uniform,776.4,10.8,1.0,9.2,18.0,184.6,0.46153846153846156
75,Uniform,776.0,10.0,1.2,9.4,17.4,186.0,0.45789473684210524
76,Uniform,775.8,8.4,1.6,10.0,18.0,186.2,0.47368421052631576
77,Uniform,775.8,8.2,0.4,10.4,19.2,186.0,0.5026178010471204
78,Uniform,774.4,9.0,1.2,10.4,18.4,186.6,0.4717948717948718
79,Uniform,774.6,8.8,0.6,9.8,18.0,188.2,0.48387096774193544
80,Uniform,774.2,8.4,1.4,9.2,17.6,189.2,0.48087431693989074
81,Uniform,772.8,8.8,0.6,9.6,18.0,190.2,0.4864864864864865
82,Uniform,772.2,8.2,1.6,9.0,18.4,190.6,0.4946236559139785
83,Uniform,771.6,8.4,1.6,8.4,18.0,192.0,0.4945054945054945
84,Uniform,771.0,7.6,0.6,8.6,18.6,193.6,0.5254237288135594
85,Uniform,771.0,6.8,1.2,8.8,17.8,194.4,0.5144508670520231
86,Uniform,771.4,6.6,0.2,9.2,17.0,195.6,0.5151515151515151
87,Uniform,770.8,6.6,1.4,9.0,16.8,195.4,0.49704142011834324
88,Uniform,771.4,5.4,0.8,9.6,17.8,195.0,0.5297619047619048
89,Uniform,770.6,5.6,1.0,9.4,18.4,195.0,0.5348837209302325
90,Uniform,770.4,5.8,0.8,8.8,18.4,195.8,0.5443786982248521
91,Uniform,769.2,7.4,0.4,8.4,18.6,196.0,0.5344827586206896
92,Uniform,769.0,6.0,1.8,8.2,18.0,197.0,0.5294117647058824
93,Uniform,769.2,5.0,0.8,8.0,18.6,198.4,0.5740740740740741
94,Uniform,769.2,4.8,0.8,8.2,18.6,198.4,0.5740740740740742
95,Uniform,769.2,5.6,0,7.8,18.4,199.0,0.5786163522012578
96,Uniform,771.4,4.8,0.6,7.6,17.6,198.0,0.5751633986928105
97,Uniform,771.4,5.0,0.2,8.2,17.6,197.6,0.567741935483871
98,Uniform,771.4,4.6,0.4,8.2,17.2,198.2,0.5657894736842105
99,Uniform,770.2,5.6,0,7.8,16.2,200.2,0.5472972972972973
100,Uniform,770.0,5.4,0.2,8.4,14.4,201.6,0.5070422535211268
101,Uniform,770.2,4.4,0.8,8.4,13.8,202.4,0.5036496350364963
102,Uniform,770.2,4.4,1.0,7.6,13.6,203.2,0.5112781954887218
103,Uniform,769.8,4.4,0.4,7.6,13.8,204.0,0.5267175572519084
104,Uniform,770.2,4.2,0.4,8.2,13.6,203.4,0.5151515151515151
105,Uniform,771.0,4.0,0.6,7.6,13.8,203.0,0.5307692307692308
106,Uniform,772.0,5.0,0.2,7.2,13.6,202.0,0.5230769230769231
107,Uniform,772.4,5.8,0.4,6.2,12.6,202.6,0.504
108,Uniform,772.2,5.4,0.8,6.6,12.2,202.8,0.488
109,Uniform,772.0,5.8,0.4,6.4,12.2,203.2,0.4919354838709677
110,Uniform,771.2,5.6,0.6,5.8,11.6,205.2,0.4915254237288135
111,Uniform,771.0,5.2,0.8,6.0,11.6,205.4,0.4915254237288135
112,Uniform,770.8,5.4,0.6,5.2,11.0,207.0,0.4954954954954955
113,Uniform,770.4,5.8,0.4,5.4,11.0,207.0,0.48672566371681414
114,Uniform,770.4,5.8,0.6,4.8,10.4,208.0,0.48148148148148145
115,Uniform,772.0,4.2,0.8,4.4,9.2,209.4,0.49462365591397844
116,Uniform,773.2,3.4,0.8,4.0,9.2,209.4,0.5287356321839081
117,Uniform,773.2,3.6,0.4,4.2,9.6,209.0,0.5393258426966293
118,Uniform,772.8,4.0,0.2,4.4,9.8,208.8,0.5326086956521738
119,Uniform,773.6,3.8,0.6,4.2,9.2,208.6,0.5168539325842697
120,Uniform,774.4,3.8,0.8,3.6,9.6,207.8,0.5393258426966293
121,Uniform,775.4,3.4,0.4,3.4,9.6,207.8,0.5714285714285715
122,Uniform,776.8,3.0,0.8,3.2,9.6,206.6,0.5783132530120482
123,Uniform,778.0,2.6,0.6,3.6,9.4,205.8,0.5802469135802468
124,Uniform,778.2,3.6,0,3.4,10.0,204.8,0.5882352941176471
125,Uniform,777.6,4.0,0.4,3.2,9.2,205.6,0.5476190476190476
126,Uniform,778.4,2.8,1.2,2.8,9.0,205.8,0.5696202531645569
127,Uniform,778.4,2.4,0.6,2.6,9.6,206.4,0.631578947368421
128,Uniform,779.2,1.8,0.4,2.6,9.6,206.4,0.6666666666666666
129,Uniform,779.4,1.8,0.2,2.4,9.2,207.0,0.676470588235294
130,Uniform,781.2,1.6,0,2.2,8.4,206.6,0.6885245901639344
131,Uniform,781.4,1.8,0.2,2.2,7.8,206.6,0.65
132,Uniform,781.8,1.8,0.2,2.2,7.6,206.4,0.6440677966101694
133,Uniform,782.4,1.8,0,1.6,7.0,207.2,0.673076923076923
134,Uniform,783.2,2.0,0,1.6,6.6,206.6,0.6470588235294118
135,Uniform,784.2,2.8,0,1.6,6.4,205.0,0.5925925925925926
136,Uniform,785.4,2.6,0.2,1.0,6.2,204.6,0.62
137,Uniform,787.0,2.8,0,0.8,6.2,203.2,0.6326530612244897
138,Uniform,787.4,2.2,0.6,1.0,6.0,202.8,0.6122448979591836
139,Uniform,788.0,2.2,0,0.6,6.6,202.6,0.702127659574468
140,Uniform,788.8,2.0,0,0.8,6.2,202.2,0.6888888888888889
141,Uniform,789.4,1.4,0.6,0.8,5.8,202.0,0.6744186046511628
142,Uniform,790.2,1.2,0.4,0.6,6.0,201.6,0.7317073170731708
143,Uniform,790.8,1.0,0.4,0.6,6.4,200.8,0.7619047619047619
144,Uniform,791.0,0.8,0.2,0.8,6.6,200.6,0.7857142857142856
145,Uniform,790.8,1.2,0,0.8,6.4,200.8,0.7619047619047619
146,Uniform,792.2,1.4,0.2,0.8,6.2,199.2,0.7209302325581396
147,Uniform,793.2,0.8,0.4,1.0,6.0,198.6,0.7317073170731708
148,Uniform,793.2,1.2,0,1.0,5.8,198.8,0.725
149,Uniform,793.8,0.8,0.4,0.8,5.6,198.6,0.7368421052631579
0,Random,987.0,3.0,9.4,0,0,0.6,0.0
1,Random,985.0,3.6,10.0,0.4,0,1.0,0.0
2,Random,981.2,7.2,9.6,0.6,0,1.4,0.0
3,Random,978.8,8.0,9.0,1.2,0,3.0,0.0
4,Random,976.6,8.4,9.2,2.2,0,3.6,0.0
5,Random,974.6,8.6,9.0,3.2,0,4.6,0.0
6,Random,972.4,9.0,9.4,3.4,0,5.8,0.0
7,Random,967.4,12.4,9.6,3.8,0,6.8,0.0
8,Random,965.4,13.0,9.4,4.4,0,7.8,0.0
9,Random,962.6,12.6,11.0,5.0,0,8.8,0.0
10,Random,959.2,14.6,11.6,4.6,0,10.0,0.0
11,Random,956.4,15.2,12.2,4.8,0,11.4,0.0
12,Random,953.8,15.4,13.4,5.0,0,12.4,0.0
13,Random,949.4,17.0,14.4,5.6,0,13.6,0.0
14,Random,945.8,17.4,15.0,6.4,0,15.4,0.0
15,Random,942.2,19.0,15.4,7.0,0,16.4,0.0
16,Random,936.8,19.8,16.6,8.2,0,18.6,0.0
17,Random,929.6,24.0,17.8,9.0,0,19.6,0.0
18,Random,923.0,26.6,19.0,10.2,0,21.2,0.0
19,Random,918.2,27.6,21.2,9.4,0,23.6,0.0
20,Random,912.8,30.8,15.0,9.0,7.0,25.4,0.11326860841423948
21,Random,910.8,26.6,10.4,12.6,13.0,26.6,0.20766773162939298
22,Random,905.0,28.0,9.2,13.6,15.4,28.8,0.2326283987915408
23,Random,902.0,25.0,7.8,14.4,19.2,31.6,0.28915662650602414
24,Random,897.4,23.4,7.8,14.6,20.2,36.6,0.30606060606060603
25,Random,893.6,22.8,6.6,15.4,22.2,39.4,0.33134328358208953
26,Random,890.4,22.0,5.0,16.8,22.4,43.4,0.338368580060423
27,Random,886.2,21.2,6.0,17.6,22.4,46.6,0.33333333333333337
28,Random,883.0,21.2,4.0,17.8,24.0,50.0,0.3582089552238806
29,Random,879.0,21.0,3.6,18.2,24.6,53.6,0.3649851632047478
30,Random,875.8,20.0,3.8,18.4,26.2,55.8,0.38304093567251457
31,Random,870.6,20.4,4.4,18.6,26.8,59.2,0.3817663817663818
32,Random,866.0,19.8,5.2,19.8,26.6,62.6,0.37254901960784315
33,Random,862.2,20.6,3.8,19.8,28.6,65.0,0.3928571428571428
34,Random,858.0,20.8,4.0,20.8,28.8,67.6,0.3870967741935484
35,Random,854.8,22.2,3.2,20.8,28.8,70.2,0.384
36,Random,849.8,23.2,4.0,20.0,29.6,73.4,0.38541666666666663
37,Random,846.4,21.4,5.2,20.6,31.2,75.2,0.39795918367346933
38,Random,841.6,22.4,5.6,20.4,31.0,79.0,0.3904282115869017
39,Random,838.2,20.2,5.0,21.8,33.0,81.8,0.4125
40,Random,834.4,19.8,4.6,21.4,35.0,84.8,0.43316831683168316
41,Random,831.8,19.6,2.4,21.2,37.0,88.0,0.4613466334164588
42,Random,826.4,20.6,2.8,20.2,35.6,94.4,0.4494949494949495
43,Random,823.0,20.4,2.6,20.2,34.8,99.0,0.4461538461538461
44,Random,819.8,18.4,3.2,20.2,35.0,103.4,0.4557291666666667
45,Random,815.6,20.0,1.4,20.2,35.6,107.2,0.4611398963730571
46,Random,813.6,19.0,2.6,19.8,37.0,108.0,0.471938775510204
47,Random,812.0,18.2,2.0,19.0,36.6,112.2,0.4828496042216358
48,Random,810.4,16.4,2.0,20.0,37.0,114.2,0.49071618037135273
49,Random,808.2,15.8,3.2,19.4,36.8,116.6,0.4893617021276596
50,Random,806.8,14.6,2.4,18.8,36.8,120.6,0.5068870523415978
51,Random,805.0,12.6,2.4,19.2,36.6,124.2,0.5169491525423728
52,Random,802.8,12.8,1.6,17.8,36.8,128.2,0.5333333333333333
53,Random,799.6,14.4,1.4,18.0,35.8,130.8,0.514367816091954
54,Random,799.4,13.0,2.2,17.4,34.8,133.2,0.5163204747774481
55,Random,797.0,12.4,1.0,18.0,36.0,135.6,0.5341246290801186
56,Random,795.6,11.6,2.0,17.8,34.4,138.6,0.5227963525835866
57,Random,794.8,10.6,1.4,17.6,33.6,142.0,0.5316455696202531
58,Random,792.8,10.0,1.6,18.4,32.8,144.4,0.5222929936305732
59,Random,792.0,9.6,1.4,16.6,33.0,147.4,0.5445544554455446
60,Random,790.2,10.8,2.0,15.8,32.0,149.2,0.528052805280528
61,Random,788.8,10.6,1.0,14.8,33.6,151.2,0.56
62,Random,786.0,11.0,1.8,14.4,31.4,155.4,0.5358361774744027
63,Random,785.4,10.8,0.6,14.2,30.8,158.2,0.5460992907801419
64,Random,784.0,9.6,2.4,13.8,29.6,160.6,0.5342960288808664
65,Random,783.4,9.2,1.2,13.6,31.0,161.6,0.5636363636363636
66,Random,782.0,9.2,1.8,12.4,29.4,165.2,0.5568181818181818
67,Random,781.4,9.0,1.2,12.6,31.2,164.6,0.5777777777777777
68,Random,782.4,7.2,2.0,12.0,29.4,167.0,0.5810276679841898
69,Random,782.6,6.2,0.4,12.6,30.4,167.8,0.6129032258064516
70,Random,782.6,6.6,1.2,12.6,27.2,169.8,0.5714285714285715
71,Random,781.0,7.6,0.6,12.0,26.0,172.8,0.5627705627705627
72,Random,778.8,8.6,0.6,12.6,25.4,174.0,0.538135593220339
73,Random,778.6,9.0,0.6,12.0,23.6,176.2,0.5221238938053098
74,Random,778.4,7.6,1.0,12.2,22.4,178.4,0.5185185185185185
75,Random,776.8,8.4,1.2,11.8,22.0,179.8,0.5069124423963134
76,Random,775.6,9.2,1.0,11.0,22.2,181.0,0.511520737327189
77,Random,775.4,9.2,1.0,10.8,20.8,182.8,0.4976076555023924
78,Random,775.6,6.0,2.2,10.2,19.8,186.2,0.5183246073298429
79,Random,774.8,6.6,0.4,11.0,20.8,186.4,0.5360824742268042
80,Random,774.4,7.2,0.8,10.8,19.4,187.4,0.5078534031413612
81,Random,773.2,7.6,1.2,9.8,18.6,189.6,0.5
82,Random,772.6,6.8,1.6,9.8,18.6,190.6,0.5054347826086957
83,Random,773.0,5.4,0.4,10.8,18.8,191.6,0.5310734463276835
84,Random,772.6,5.8,0.8,10.4,18.2,192.2,0.5170454545454545
85,Random,771.6,6.8,0.8,10.0,18.4,192.4,0.5111111111111111
86,Random,771.2,7.0,0.8,8.2,18.8,194.0,0.5402298850574714
87,Random,770.6,7.2,1.0,8.4,17.6,195.2,0.5146198830409356
88,Random,771.0,6.8,0.8,8.4,17.4,195.6,0.5209580838323353
89,Random,771.8,5.6,1.0,8.8,15.2,197.6,0.4967320261437908
90,Random,771.4,5.4,0.4,9.4,15.4,198.0,0.5032679738562091
91,Random,771.0,6.0,1.0,8.6,15.2,198.2,0.4935064935064935
92,Random,770.0,6.8,0.4,7.6,16.4,198.8,0.5256410256410257
93,Random,770.6,6.0,0.6,7.6,15.6,199.6,0.5234899328859061
94,Random,771.0,3.8,0.8,9.0,14.8,200.6,0.5211267605633804
95,Random,771.4,3.6,0.6,8.4,14.8,201.2,0.5401459854014599
96,Random,772.4,4.0,0,8.4,14.6,200.6,0.5407407407407407
97,Random,773.0,3.6,0.6,8.0,13.2,201.6,0.5196850393700787
98,Random,773.4,3.4,0.6,7.8,13.2,201.6,0.528
99,Random,773.8,4.4,0.6,6.8,13.6,200.8,0.5354330708661418
100,Random,774.6,3.6,0.6,6.6,13.8,200.8,0.5609756097560975
101,Random,775.2,3.4,0.2,7.2,14.0,200.0,0.564516129032258
102,Random,775.2,3.8,0.2,7.0,13.0,200.8,0.5416666666666666
103,Random,774.8,4.8,0.4,7.0,12.0,201.0,0.49586776859504134
104,Random,775.2,4.4,0.6,6.8,11.8,201.2,0.5
105,Random,776.4,4.4,0.4,6.8,11.6,200.4,0.49999999999999994
106,Random,776.0,4.6,0,7.0,10.8,201.6,0.4821428571428572
107,Random,776.8,4.6,0.6,6.6,9.8,201.6,0.4537037037037037
108,Random,777.4,5.0,0.8,6.4,9.4,201.0,0.4351851851851852
109,Random,778.4,5.2,0,6.0,9.4,201.0,0.45631067961165045
110,Random,779.6,5.0,0.4,6.0,8.8,200.2,0.43564356435643564
111,Random,778.8,4.6,0.8,6.4,9.0,200.4,0.43269230769230765
112,Random,778.6,5.0,0.4,6.2,9.2,200.6,0.44230769230769224
113,Random,779.6,5.0,0.2,6.2,8.8,200.2,0.43564356435643564
114,Random,780.0,5.6,0.6,6.4,8.8,198.6,0.4112149532710281
115,Random,780.2,4.4,1.0,6.4,9.2,198.8,0.43809523809523804
116,Random,781.0,3.6,0.8,6.2,9.6,198.8,0.47524752475247517
117,Random,781.4,3.2,0.6,6.2,9.2,199.4,0.47916666666666663
118,Random,781.6,3.8,0.4,5.4,9.4,199.4,0.4947368421052632
119,Random,781.4,3.0,0.6,5.4,9.0,200.6,0.5
120,Random,782.4,2.8,0.8,5.0,8.8,200.2,0.5057471264367817
121,Random,782.8,1.6,0.8,4.6,9.4,200.8,0.5731707317073171
122,Random,782.8,2.4,0.2,4.6,9.2,200.8,0.5609756097560976
123,Random,783.4,2.0,0.4,4.0,8.0,202.2,0.5555555555555556
124,Random,784.2,2.4,0,3.4,8.2,201.8,0.5857142857142856
125,Random,785.2,2.4,0.2,3.4,7.6,201.2,0.5588235294117647
126,Random,785.6,2.0,0.4,3.2,7.6,201.2,0.5757575757575758
127,Random,787.0,1.6,0.4,2.8,7.0,201.2,0.5932203389830508
128,Random,787.6,1.6,0.2,2.4,7.0,201.2,0.625
129,Random,787.8,1.4,0.4,2.2,7.2,201.0,0.6428571428571429
130,Random,789.0,1.4,0,2.2,7.4,200.0,0.6727272727272727
131,Random,790.8,1.0,0.6,2.0,6.8,198.8,0.6538461538461539
132,Random,792.4,1.2,0,2.0,6.8,197.6,0.6799999999999999
133,Random,793.2,1.2,0,1.8,6.2,197.6,0.673913043478261
134,Random,794.6,1.2,0,1.8,5.2,197.2,0.6341463414634148
135,Random,795.8,1.2,0.2,1.8,5.0,196.0,0.6097560975609757
136,Random,796.8,0.8,0.2,1.6,5.2,195.4,0.6666666666666666
137,Random,797.8,0.8,0,1.0,5.0,195.4,0.7352941176470589
138,Random,798.4,0.4,0,1.6,4.6,195.0,0.6969696969696969
139,Random,799.4,0.4,0,1.2,3.8,195.2,0.7037037037037036
140,Random,800.0,0.4,0,1.0,3.2,195.4,0.6956521739130436
141,Random,800.6,0.4,0,1.0,2.8,195.2,0.6666666666666667
142,Random,801.8,0.4,0,1.0,2.4,194.4,0.631578947368421
143,Random,803.6,0.4,0,1.0,2.2,192.8,0.6111111111111112
144,Random,805.8,0.4,0,1.0,2.0,190.8,0.5882352941176471
145,Random,807.0,0.4,0,1.0,1.6,190.0,0.5333333333333333
146,Random,809.0,0.4,0,0.8,1.6,188.2,0.5714285714285714
147,Random,809.0,0.4,0.2,0.8,1.6,188.0,0.5333333333333333
148,Random,810.2,0.4,0,0.6,1.8,187.0,0.6428571428571429
149,Random,812.0,0.4,0,0.6,1.8,185.2,0.6428571428571429
