Day,Strategy,S_avg,E_avg,I_avg,A_avg,Q_avg,R_avg,Efficiency_avg
6,Gamma-Poisson-14,2776.8,150.4,40.6,23.0,0,9.2,0.0
7,Gamma-Poisson-14,2688.4,207.6,57.2,34.0,0,12.8,0.0
8,Gamma-Poisson-14,2558.2,294.6,75.8,52.6,0,18.8,0.0
9,Gamma-Poisson-14,2403.8,389.8,108.0,71.4,0,27.0,0.0
10,Gamma-Poisson-14,2195.2,520.8,147.2,98.2,0,38.6,0.0
11,Gamma-Poisson-14,1944.2,673.4,197.6,131.6,0,53.2,0.0
12,Gamma-Poisson-14,1651.4,829.2,266.8,174.8,0,77.8,0.0
13,Gamma-Poisson-14,1336.2,980.2,349.8,223.2,0,110.6,0.0
14,Gamma-Poisson-14,1031.4,1092.4,439.4,284.4,0,152.4,0.0
15,Gamma-Poisson-14,740.0,1165.6,538.0,356.2,0,200.2,0.0
16,Gamma-Poisson-14,502.2,1168.0,642.0,425.4,0,262.4,0.0
17,Gamma-Poisson-14,306.8,1127.6,740.4,483.6,0,341.6,0.0
18,Gamma-Poisson-14,171.4,1041.4,829.0,530.8,0,427.4,0.0
19,Gamma-Poisson-14,95.4,921.0,891.4,577.6,0,514.6,0.0
20,Gamma-Poisson-14,48.6,788.8,935.8,611.4,8.8,606.6,0.0037529853292391675
21,Gamma-Poisson-14,24.2,653.0,960.6,629.0,17.4,715.8,0.007699115044247787
22,Gamma-Poisson-14,13.0,540.2,954.4,637.8,24.6,830.0,0.011404728789986095
23,Gamma-Poisson-14,8.0,439.6,934.0,639.4,31.8,947.2,0.015551643192488264
24,Gamma-Poisson-14,5.0,355.6,914.0,624.8,38.8,1061.8,0.020070349679288228
25,Gamma-Poisson-14,6.2,287.8,890.4,604.4,45.0,1166.2,0.02462245567957978
26,Gamma-Poisson-14,4.6,232.4,848.8,584.4,52.2,1277.6,0.030387705204331122
27,Gamma-Poisson-14,7.0,195.8,791.4,560.8,57.2,1387.8,0.03563418888612011
28,Gamma-Poisson-14,9.2,164.4,745.0,534.6,62.8,1484.0,0.04167772763472259
29,Gamma-Poisson-14,8.8,142.4,702.8,510.2,67.6,1568.2,0.047505270555165145
30,Gamma-Poisson-14,8.8,123.4,656.0,481.6,71.8,1658.4,0.053871548619447776
31,Gamma-Poisson-14,9.2,107.2,621.0,453.4,77.8,1731.4,0.061775448626330005
32,Gamma-Poisson-14,10.8,94.4,577.8,429.0,82.4,1805.6,0.06961811422777966
33,Gamma-Poisson-14,10.2,82.4,544.2,405.4,86.0,1871.8,0.07692307692307693
34,Gamma-Poisson-14,14.0,72.0,505.4,387.8,89.4,1931.4,0.0847714773373791
35,Gamma-Poisson-14,14.2,67.8,464.0,366.4,91.8,1995.8,0.09272727272727274
36,Gamma-Poisson-14,19.0,66.0,425.2,343.6,94.8,2051.4,0.10197934595524957
37,Gamma-Poisson-14,20.0,61.4,393.2,327.8,95.4,2102.2,0.10868079289131923
38,Gamma-Poisson-14,17.6,59.8,366.6,308.6,96.6,2150.8,0.11616161616161615
39,Gamma-Poisson-14,20.6,57.6,336.0,292.8,98.0,2195.0,0.1249362570117287
40,Gamma-Poisson-14,26.0,54.8,293.8,277.2,113.8,2234.4,0.15386695511087076
41,Gamma-Poisson-14,27.6,54.6,253.4,261.0,129.0,2274.4,0.18481375358166188
42,Gamma-Poisson-14,32.2,53.2,217.4,248.4,145.4,2303.4,0.21884406983744734
43,Gamma-Poisson-14,36.8,51.4,187.8,233.4,159.6,2331.0,0.2524517557734894
44,Gamma-Poisson-14,39.0,46.8,171.0,213.8,172.8,2356.6,0.28590337524818
45,Gamma-Poisson-14,44.6,43.2,156.6,191.8,181.4,2382.4,0.31657940663176265
46,Gamma-Poisson-14,49.4,44.4,145.6,164.0,187.0,2409.6,0.3456561922365989
47,Gamma-Poisson-14,51.2,39.2,142.2,145.6,190.4,2431.4,0.36799381522999614
48,Gamma-Poisson-14,52.6,39.8,132.4,126.6,187.0,2461.6,0.38493207081103337
49,Gamma-Poisson-14,64.8,34.0,127.6,111.4,187.2,2475.0,0.4067796610169491
50,Gamma-Poisson-14,72.0,33.0,118.2,101.0,181.8,2494.0,0.41889400921658987
51,Gamma-Poisson-14,76.2,33.0,113.4,92.6,173.6,2511.2,0.4207464857004362
52,Gamma-Poisson-14,79.2,36.0,109.2,86.6,163.4,2525.6,0.4134615384615385
53,Gamma-Poisson-14,84.0,34.4,106.0,81.2,155.0,2539.4,0.41157727031332975
54,Gamma-Poisson-14,88.2,33.2,102.2,77.8,150.0,2548.6,0.4129955947136564
55,Gamma-Poisson-14,93.8,34.2,97.2,75.4,145.6,2553.8,0.41316685584562995
56,Gamma-Poisson-14,101.8,33.8,94.0,70.6,138.4,2561.4,0.41092636579572456
57,Gamma-Poisson-14,106.4,35.2,91.4,66.8,130.6,2569.6,0.4030864197530864
58,Gamma-Poisson-14,112.4,33.2,86.8,66.2,126.2,2575.2,0.4039692701664533
59,Gamma-Poisson-14,120.2,32.0,84.0,66.0,119.6,2578.2,0.396551724137931
60,Gamma-Poisson-14,124.6,30.0,78.4,63.8,114.4,2588.8,0.3991625959525471
61,Gamma-Poisson-14,129.2,31.2,75.4,61.2,107.6,2595.4,0.3907044299201162
62,Gamma-Poisson-14,136.2,32.0,71.6,57.8,102.6,2599.8,0.3886363636363636
63,Gamma-Poisson-14,142.4,31.8,66.8,56.8,98.8,2603.4,0.3886703383162864
64,Gamma-Poisson-14,150.8,32.6,65.0,54.8,96.4,2600.4,0.38745980707395505
65,Gamma-Poisson-14,158.0,32.8,62.2,53.2,92.2,2601.6,0.3835274542429285
66,Gamma-Poisson-14,167.2,33.4,60.6,51.0,89.6,2598.2,0.38192668371696503
67,Gamma-Poisson-14,173.8,34.4,56.6,50.6,83.8,2600.8,0.37178349600709854
68,Gamma-Poisson-14,181.8,35.2,56.2,48.4,80.8,2597.6,0.3662737987307343
69,Gamma-Poisson-14,188.8,34.2,54.6,48.6,76.6,2597.2,0.3579439252336448
70,Gamma-Poisson-14,197.8,32.0,52.0,48.4,73.2,2596.6,0.3560311284046692
71,Gamma-Poisson-14,203.6,32.2,52.0,47.8,67.2,2597.2,0.3373493975903615
72,Gamma-Poisson-14,209.6,31.8,52.6,44.6,65.0,2596.4,0.33505154639175255
73,Gamma-Poisson-14,215.8,32.2,52.2,44.2,63.2,2592.4,0.3295099061522419
74,Gamma-Poisson-14,221.8,31.0,49.4,43.2,62.4,2592.2,0.3354838709677419
75,Gamma-Poisson-14,231.4,31.2,50.0,42.4,60.8,2584.2,0.3297180043383948
76,Gamma-Poisson-14,236.0,33.8,51.0,41.8,58.0,2579.4,0.314192849404117
77,Gamma-Poisson-14,242.4,34.0,50.6,40.4,56.4,2576.2,0.31091510474090406
78,Gamma-Poisson-14,247.4,33.6,50.8,40.8,53.0,2574.4,0.2974186307519641
79,Gamma-Poisson-14,256.2,33.0,51.6,42.2,51.8,2565.2,0.29003359462486
80,Gamma-Poisson-14,259.8,33.6,51.8,41.8,50.2,2562.8,0.2829763246899662
81,Gamma-Poisson-14,262.4,36.6,51.2,40.8,49.2,2559.8,0.27671541057367827
82,Gamma-Poisson-14,266.6,38.4,51.4,39.6,49.0,2555.0,0.27466367713004486
83,Gamma-Poisson-14,275.2,36.8,51.6,38.4,47.2,2550.8,0.271264367816092
84,Gamma-Poisson-14,278.4,37.4,49.8,37.6,47.2,2549.6,0.2744186046511628
85,Gamma-Poisson-14,286.2,37.8,47.8,37.4,45.8,2545.0,0.2713270142180094
86,Gamma-Poisson-14,294.0,40.0,47.8,37.8,44.2,2536.2,0.26030624263839813
87,Gamma-Poisson-14,301.0,37.8,48.0,37.8,43.0,2532.4,0.2581032412965186
88,Gamma-Poisson-14,307.8,37.6,47.0,39.0,44.0,2524.6,0.26252983293556087
89,Gamma-Poisson-14,313.0,37.6,44.8,40.2,43.6,2520.8,0.26233453670276774
90,Gamma-Poisson-14,319.2,35.2,44.4,40.8,43.4,2517.0,0.26495726495726496
91,Gamma-Poisson-14,322.4,35.2,44.4,38.6,43.0,2516.4,0.2667493796526055
92,Gamma-Poisson-14,329.6,34.4,43.4,38.4,43.2,2511.0,0.27101631116687586
93,Gamma-Poisson-14,337.6,33.2,43.8,39.0,43.2,2503.2,0.27135678391959805
94,Gamma-Poisson-14,339.8,35.6,43.4,37.6,43.0,2500.6,0.2694235588972431
95,Gamma-Poisson-14,344.4,39.4,43.8,37.0,42.4,2493.0,0.2607626076260763
96,Gamma-Poisson-14,346.6,40.0,43.6,37.2,44.0,2488.6,0.2669902912621359
97,Gamma-Poisson-14,352.2,36.4,42.6,38.2,44.0,2486.6,0.2729528535980149
98,Gamma-Poisson-14,358.8,35.8,41.4,36.8,44.8,2482.4,0.28211586901763225
99,Gamma-Poisson-14,362.2,38.8,40.4,34.6,43.6,2480.4,0.27700127064803054
100,Gamma-Poisson-14,372.0,38.0,39.2,35.0,42.0,2473.8,0.27237354085603116
101,Gamma-Poisson-14,376.4,37.0,40.0,34.8,41.6,2470.2,0.2711864406779661
102,Gamma-Poisson-14,385.0,34.8,42.0,36.2,39.8,2462.2,0.26047120418848163
103,Gamma-Poisson-14,386.0,37.4,40.4,36.0,39.8,2460.4,0.2591145833333333
104,Gamma-Poisson-14,394.6,34.8,42.2,37.4,39.0,2452.0,0.2542372881355932
105,Gamma-Poisson-14,398.2,39.0,42.4,36.6,37.6,2446.2,0.24164524421593833
106,Gamma-Poisson-14,399.8,39.4,40.8,36.6,41.0,2442.4,0.2598225602027884
107,Gamma-Poisson-14,404.2,38.0,40.0,35.0,42.0,2440.8,0.2709677419354839
108,Gamma-Poisson-14,411.6,37.0,40.6,35.2,42.0,2433.6,0.2713178294573643
109,Gamma-Poisson-14,417.6,38.0,41.4,35.4,42.2,2425.4,0.26878980891719745
110,Gamma-Poisson-14,418.2,40.6,42.6,34.4,40.2,2424.0,0.25475285171102663
111,Gamma-Poisson-14,422.0,46.0,41.2,33.8,41.2,2415.8,0.25400739827373614
112,Gamma-Poisson-14,420.8,48.8,43.0,33.4,42.4,2411.6,0.2529832935560859
113,Gamma-Poisson-14,423.8,48.2,44.6,34.6,44.2,2404.6,0.25757575757575757
114,Gamma-Poisson-14,425.6,47.6,43.0,37.2,44.4,2402.2,0.2578397212543554
115,Gamma-Poisson-14,427.4,49.2,44.0,37.6,42.8,2399.0,0.24654377880184328
116,Gamma-Poisson-14,427.2,48.2,45.6,38.2,44.8,2396.0,0.25339366515837103
117,Gamma-Poisson-14,426.6,49.6,46.4,37.8,45.4,2394.2,0.25334821428571425
118,Gamma-Poisson-14,431.8,49.0,47.2,37.8,47.6,2386.6,0.26211453744493396
119,Gamma-Poisson-14,439.0,47.0,48.4,37.8,46.6,2381.2,0.2591768631813126
120,Gamma-Poisson-14,442.0,45.0,50.0,38.0,47.2,2377.8,0.2619311875693674
121,Gamma-Poisson-14,445.6,46.2,48.6,36.8,49.6,2373.2,0.27373068432671077
122,Gamma-Poisson-14,445.4,47.8,49.0,37.2,49.4,2371.2,0.2693565976008724
123,Gamma-Poisson-14,445.8,49.6,50.4,39.8,49.6,2364.8,0.26187961985216474
124,Gamma-Poisson-14,449.8,49.0,50.2,41.6,50.2,2359.2,0.2628272251308901
125,Gamma-Poisson-14,449.4,50.6,47.8,43.6,48.4,2360.2,0.2542016806722689
126,Gamma-Poisson-14,451.6,51.2,50.8,45.2,47.6,2353.6,0.24435318275154008
127,Gamma-Poisson-14,447.4,52.2,50.8,45.4,49.0,2355.2,0.24822695035460993
128,Gamma-Poisson-14,447.4,56.0,49.0,44.6,50.2,2352.8,0.25125125125125125
129,Gamma-Poisson-14,444.8,57.2,49.6,45.8,50.8,2351.8,0.24975417895771873
130,Gamma-Poisson-14,446.2,55.4,51.2,45.2,51.0,2351.0,0.2514792899408284
131,Gamma-Poisson-14,441.4,57.0,49.8,45.0,54.0,2352.8,0.26239067055393583
132,Gamma-Poisson-14,442.4,58.2,51.0,48.4,54.8,2345.2,0.2580037664783428
133,Gamma-Poisson-14,442.6,58.8,52.8,48.2,56.4,2341.2,0.2608695652173913
134,Gamma-Poisson-14,442.4,61.4,51.0,49.4,56.6,2339.2,0.2591575091575092
135,Gamma-Poisson-14,441.2,63.4,51.6,50.0,58.8,2335.0,0.2627345844504021
136,Gamma-Poisson-14,438.4,62.8,51.2,54.0,59.2,2334.4,0.2605633802816902
137,Gamma-Poisson-14,439.6,63.0,51.8,56.4,60.8,2328.4,0.26206896551724135
138,Gamma-Poisson-14,438.2,66.0,53.6,57.4,62.6,2322.2,0.2612687813021703
139,Gamma-Poisson-14,434.4,64.6,55.6,58.4,62.8,2324.2,0.260149130074565
140,Gamma-Poisson-14,429.2,69.6,53.2,57.4,64.4,2326.2,0.26328699918233855
141,Gamma-Poisson-14,424.0,68.6,56.6,57.8,66.0,2327.0,0.26506024096385544
142,Gamma-Poisson-14,421.4,69.2,56.8,58.6,67.8,2326.2,0.26862123613312205
143,Gamma-Poisson-14,419.2,71.8,56.0,57.6,69.0,2326.4,0.2712264150943396
144,Gamma-Poisson-14,414.4,73.6,57.8,57.8,71.0,2325.4,0.27286702536510377
145,Gamma-Poisson-14,408.8,76.6,62.2,57.2,70.6,2324.6,0.2648162040510127
146,Gamma-Poisson-14,409.0,73.6,64.0,55.8,73.2,2324.4,0.27456864216054017
147,Gamma-Poisson-14,405.2,73.0,67.6,54.6,74.8,2324.8,0.277037037037037
148,Gamma-Poisson-14,404.2,69.6,68.6,58.2,75.0,2324.4,0.2763448784082535
149,Gamma-Poisson-14,400.0,72.2,66.8,56.6,78.8,2325.6,0.2871720116618076
0,Proportional,2973.2,16.8,9.4,0,0,0.6,0.0
1,Proportional,2956.6,30.4,10.2,1.4,0,1.4,0.0
2,Proportional,2942.0,40.0,13.8,2.6,0,1.6,0.0
3,Proportional,2920.6,51.8,18.8,6.2,0,2.6,0.0
4,Proportional,2882.0,82.4,22.6,9.0,0,4.0,0.0
5,Proportional,2838.6,108.8,32.2,14.4,0,6.0,0.0
6,Proportional,2775.6,150.4,42.8,21.6,0,9.6,0.0
7,Proportional,2687.0,211.8,52.8,33.6,0,14.8,0.0
8,Proportional,2577.4,274.2,77.8,50.8,0,19.8,0.0
9,Proportional,2416.8,379.8,104.4,68.4,0,30.6,0.0
10,Proportional,2204.2,511.6,144.4,98.0,0,41.8,0.0
11,Proportional,1945.6,664.6,198.0,135.0,0,56.8,0.0
12,Proportional,1636.6,841.8,265.0,176.8,0,79.8,0.0
13,Proportional,1318.0,994.0,347.6,227.8,0,112.6,0.0
14,Proportional,995.0,1125.8,432.2,294.2,0,152.8,0.0
15,Proportional,707.2,1190.8,539.2,360.8,0,202.0,0.0
16,Proportional,465.4,1200.8,637.0,428.0,0,268.8,0.0
17,Proportional,280.6,1146.4,738.4,497.4,0,337.2,0.0
18,Proportional,156.2,1049.8,827.8,545.4,0,420.8,0.0
19,Proportional,84.4,911.4,892.0,589.2,0,523.0,0.0
20,Proportional,45.2,770.0,932.0,616.8,8.0,628.0,0.003438198384046759
21,Proportional,23.4,642.0,950.0,632.6,16.2,735.8,0.007229560871117459
22,Proportional,9.4,532.0,947.8,639.4,25.2,846.2,0.011751538891997763
23,Proportional,5.0,433.2,933.4,628.0,32.4,968.0,0.015984213122841637
24,Proportional,3.8,353.2,911.4,623.8,39.4,1068.4,0.02043780475153024
25,Proportional,8.0,282.2,880.8,615.6,46.4,1167.0,0.025424657534246574
26,Proportional,6.2,239.0,837.4,595.0,51.0,1271.4,0.0296098467254993
27,Proportional,8.2,198.4,796.4,567.8,57.2,1372.0,0.03531300160513644
28,Proportional,7.8,162.6,752.2,543.2,62.2,1472.0,0.04091566899092225
29,Proportional,9.2,138.6,709.8,514.6,66.4,1561.4,0.04645305722680845
30,Proportional,11.2,120.6,666.4,492.0,70.2,1639.6,0.05203083308627335
31,Proportional,9.6,108.2,624.0,464.2,74.4,1719.6,0.058545797922568456
32,Proportional,13.0,94.6,575.6,440.0,78.4,1798.4,0.06595995288574794
33,Proportional,12.2,85.6,534.0,417.4,82.4,1868.4,0.07361086296230124
34,Proportional,15.4,77.0,491.8,394.0,86.8,1935.0,0.08269817073170732
35,Proportional,16.4,70.0,458.4,374.2,89.2,1991.8,0.08993748739665255
36,Proportional,15.2,67.4,423.0,347.6,91.4,2055.4,0.09834301700021521
37,Proportional,19.6,62.4,392.4,328.6,96.2,2100.8,0.10936789449749887
38,Proportional,20.2,58.2,365.6,307.2,100.2,2148.6,0.12054860442733398
39,Proportional,23.6,55.6,338.0,287.2,103.2,2192.4,0.13163265306122449
40,Proportional,24.4,53.8,301.6,269.6,119.8,2230.8,0.1608485499462943
41,Proportional,26.6,51.6,267.0,252.0,132.4,2270.4,0.1883357041251778
42,Proportional,34.6,51.2,230.2,236.8,147.8,2299.4,0.22192192192192195
43,Proportional,37.6,50.4,194.6,227.4,160.2,2329.8,0.25324059437243124
44,Proportional,37.0,53.2,162.0,214.8,171.4,2361.6,0.28500166278683076
45,Proportional,43.2,53.6,132.4,202.2,182.6,2386.0,0.31990189208128944
46,Proportional,50.0,51.8,106.0,191.6,195.0,2405.6,0.35819250551065396
47,Proportional,54.0,50.6,81.0,177.8,203.6,2433.0,0.3968810916179337
48,Proportional,58.8,49.4,57.6,168.8,212.4,2453.0,0.4350675952478492
49,Proportional,67.8,46.0,37.0,161.2,221.2,2466.8,0.4752900730554362
50,Proportional,70.6,45.0,19.2,150.8,229.8,2484.6,0.5166366906474821
51,Proportional,75.2,43.4,5.8,138.6,234.2,2502.8,0.5549763033175356
52,Proportional,83.2,38.4,4.8,122.6,230.6,2520.4,0.5817356205852674
53,Proportional,94.2,35.2,3.4,106.8,230.6,2529.8,0.6132978723404255
54,Proportional,101.4,31.2,4.4,95.2,227.4,2540.4,0.6348408710217754
55,Proportional,112.2,27.2,2.8,85.4,219.2,2553.2,0.6551105797967722
56,Proportional,122.6,24.4,2.6,78.4,211.6,2560.4,0.6675078864353312
57,Proportional,130.0,22.0,3.0,74.0,203.2,2567.8,0.672402382528127
58,Proportional,140.8,20.2,3.0,66.4,195.6,2574.0,0.6858345021037868
59,Proportional,156.6,20.0,2.6,61.2,186.6,2573.0,0.6900887573964497
60,Proportional,168.0,17.4,3.0,53.4,183.8,2574.4,0.7135093167701864
61,Proportional,176.6,18.0,1.0,48.6,176.0,2579.8,0.722495894909688
62,Proportional,189.0,16.6,2.4,44.4,165.0,2582.6,0.7224168126094571
63,Proportional,201.8,16.0,1.8,39.8,155.2,2585.4,0.7293233082706767
64,Proportional,207.6,15.8,2.6,36.0,145.4,2592.6,0.7277277277277278
65,Proportional,222.0,13.4,1.0,34.0,140.4,2589.2,0.7436440677966102
66,Proportional,230.6,13.4,1.6,31.2,133.8,2589.4,0.7433333333333334
67,Proportional,239.6,12.2,1.0,28.8,128.6,2589.8,0.753810082063306
68,Proportional,251.8,12.4,0.6,27.8,122.4,2585.0,0.7500000000000001
69,Proportional,265.8,12.6,1.0,25.4,115.4,2579.8,0.7474093264248705
70,Proportional,274.0,13.4,1.0,25.2,108.4,2578.0,0.7324324324324325
71,Proportional,289.4,12.2,1.0,24.2,104.0,2569.2,0.7355021216407355
72,Proportional,303.0,11.8,1.6,22.4,98.4,2562.8,0.7332339791356186
73,Proportional,313.4,13.8,1.6,20.4,93.6,2557.2,0.7233384853168471
74,Proportional,320.6,14.8,1.4,17.8,90.6,2554.8,0.7271268057784912
75,Proportional,335.6,14.0,0.8,17.8,84.4,2547.4,0.7213675213675215
76,Proportional,347.0,12.2,2.0,17.6,79.4,2541.8,0.7140287769784173
77,Proportional,359.4,11.2,2.4,14.8,77.6,2534.6,0.7320754716981132
78,Proportional,370.2,10.6,1.2,14.2,76.4,2527.4,0.74609375
79,Proportional,383.8,8.4,1.2,14.2,72.8,2519.6,0.7536231884057971
80,Proportional,394.0,8.8,1.6,12.0,68.6,2515.0,0.7538461538461538
81,Proportional,406.8,9.0,0.8,11.2,66.0,2506.2,0.7586206896551724
82,Proportional,417.6,9.4,0.8,11.4,62.0,2498.8,0.7416267942583733
83,Proportional,427.4,9.6,0.8,10.2,57.8,2494.2,0.7372448979591836
84,Proportional,438.8,9.2,0.4,10.4,54.0,2487.2,0.7297297297297297
85,Proportional,449.6,9.0,1.2,10.0,52.2,2478.0,0.7209944751381215
86,Proportional,461.0,7.2,0.8,10.8,50.6,2469.6,0.7291066282420748
87,Proportional,470.6,6.6,1.4,10.2,47.2,2464.0,0.7217125382262997
88,Proportional,479.8,6.8,1.4,9.8,45.2,2457.0,0.7151898734177216
89,Proportional,492.6,5.6,1.2,10.6,43.2,2446.8,0.712871287128713
90,Proportional,505.6,5.0,1.0,9.0,42.8,2436.6,0.740484429065744
91,Proportional,520.8,4.8,0.4,8.6,41.6,2423.8,0.7509025270758122
92,Proportional,532.6,5.2,0.6,8.6,39.0,2414.0,0.7303370786516854
93,Proportional,543.0,5.6,0.6,8.0,37.0,2405.8,0.72265625
94,Proportional,552.4,5.2,1.4,7.8,36.0,2397.2,0.7142857142857143
95,Proportional,565.0,4.4,0.6,6.8,37.2,2386.0,0.7591836734693879
96,Proportional,577.0,5.4,0.2,7.2,34.8,2375.4,0.73109243697479
97,Proportional,587.2,6.6,0,7.0,33.2,2366.0,0.7094017094017094
98,Proportional,599.6,6.6,0.4,7.2,30.4,2355.8,0.6816143497757848
99,Proportional,610.8,6.8,0.2,7.8,29.2,2345.2,0.6636363636363636
100,Proportional,622.8,6.0,1.6,7.4,28.4,2333.8,0.6543778801843317
101,Proportional,633.4,6.8,1.0,6.6,28.2,2324.0,0.6619718309859156
102,Proportional,645.2,6.2,1.4,6.4,27.8,2313.0,0.6650717703349283
103,Proportional,659.0,6.0,0.2,7.0,28.2,2299.6,0.6811594202898551
104,Proportional,669.2,6.0,0.6,7.0,25.8,2291.4,0.6548223350253808
105,Proportional,681.0,5.6,0.8,7.0,24.8,2280.8,0.6492146596858639
106,Proportional,690.4,5.8,0.4,6.8,23.6,2273.0,0.644808743169399
107,Proportional,704.4,5.6,0.6,5.8,22.4,2261.2,0.6511627906976744
108,Proportional,716.4,5.2,0.8,5.6,22.2,2249.8,0.6568047337278107
109,Proportional,729.2,4.6,1.0,5.2,22.8,2237.2,0.6785714285714286
110,Proportional,739.0,5.0,0.2,5.4,21.6,2228.8,0.670807453416149
111,Proportional,752.0,4.2,0.6,5.2,21.4,2216.6,0.6815286624203821
112,Proportional,763.2,4.6,0.6,5.0,20.4,2206.2,0.6666666666666666
113,Proportional,771.4,6.2,0.4,5.2,20.2,2196.6,0.63125
114,Proportional,780.8,4.8,1.6,5.8,19.2,2187.8,0.6114649681528662
115,Proportional,794.6,4.0,0.4,4.6,21.2,2175.2,0.7019867549668874
116,Proportional,806.2,3.2,1.0,4.8,19.6,2165.2,0.6853146853146853
117,Proportional,818.0,3.4,0.6,4.6,19.6,2153.8,0.6950354609929078
118,Proportional,828.6,4.6,0.6,4.0,19.2,2143.0,0.676056338028169
119,Proportional,840.0,4.6,0,3.8,18.2,2133.4,0.6842105263157895
120,Proportional,852.0,4.2,0.6,3.6,17.0,2122.6,0.6692913385826772
121,Proportional,862.2,4.2,1.6,3.2,16.4,2112.4,0.6456692913385826
122,Proportional,875.2,4.4,0.4,2.8,17.2,2100.0,0.6935483870967741
123,Proportional,885.4,4.0,0.2,2.6,17.2,2090.6,0.7166666666666667
124,Proportional,896.4,2.8,1.0,3.2,16.4,2080.2,0.7008547008547008
125,Proportional,909.2,2.4,0.2,2.6,17.4,2068.2,0.7699115044247787
126,Proportional,919.4,3.0,0.4,2.6,16.6,2058.0,0.7345132743362832
127,Proportional,928.4,3.6,0.4,2.0,15.8,2049.8,0.7247706422018348
128,Proportional,937.0,3.2,0.2,2.8,15.8,2041.0,0.7181818181818183
129,Proportional,948.6,3.2,0.2,2.8,15.4,2029.8,0.7129629629629629
130,Proportional,960.8,3.2,0.4,2.8,15.8,2017.0,0.7117117117117117
131,Proportional,970.4,3.8,0.2,2.2,14.0,2009.4,0.6930693069306931
132,Proportional,979.4,3.2,0.4,2.8,13.2,2001.0,0.6734693877551019
133,Proportional,987.4,3.6,0.2,2.8,12.6,1993.4,0.65625
134,Proportional,997.4,4.0,0.4,2.8,12.2,1983.2,0.6288659793814433
135,Proportional,1007.8,3.0,0.6,3.0,12.2,1973.4,0.6489361702127661
136,Proportional,1017.6,4.2,0.2,2.4,12.4,1963.2,0.6458333333333333
137,Proportional,1028.4,4.6,0.4,2.4,11.6,1952.6,0.6105263157894737
138,Proportional,1039.8,5.2,0,2.0,11.0,1942.0,0.6043956043956045
139,Proportional,1049.2,4.4,0.8,1.8,10.2,1933.6,0.5930232558139534
140,Proportional,1060.2,4.2,0.4,2.0,9.8,1923.4,0.5975609756097561
141,Proportional,1069.6,4.6,0.6,2.0,9.2,1914.0,0.5609756097560976
142,Proportional,1078.2,4.4,0.4,2.2,9.2,1905.6,0.5679012345679012
143,Proportional,1089.0,4.0,0.4,2.4,9.2,1895.0,0.575
144,Proportional,1098.0,4.8,0.2,2.2,9.0,1885.8,0.5555555555555556
145,Proportional,1107.6,3.6,0.4,2.8,8.4,1877.2,0.5526315789473685
146,Proportional,1117.6,4.4,0.2,2.8,8.8,1866.2,0.5432098765432098
147,Proportional,1126.8,4.2,0.2,3.2,9.0,1856.6,0.5421686746987951
148,Proportional,1136.4,5.0,0.2,3.2,8.2,1847.0,0.49397590361445776
149,Proportional,1144.6,5.2,0,3.2,8.2,1838.8,0.49397590361445776
0,Uniform,2976.6,13.4,9.0,0,0,1.0,0.0
1,Uniform,2964.6,21.4,10.8,2.2,0,1.0,0.0
2,Uniform,2948.8,33.8,11.8,2.8,0,2.8,0.0
3,Uniform,2927.6,47.0,15.8,4.2,0,5.4,0.0
4,Uniform,2901.6,65.8,19.6,5.8,0,7.2,0.0
5,Uniform,2866.6,87.4,26.2,10.0,0,9.8,0.0
6,Uniform,2814.4,122.4,34.8,16.6,0,11.8,0.0
7,Uniform,2744.6,167.8,47.8,24.6,0,15.2,0.0
8,Uniform,2649.2,232.2,62.8,36.0,0,19.8,0.0
9,Uniform,2526.8,306.4,86.0,54.4,0,26.4,0.0
10,Uniform,2368.4,401.6,119.2,75.6,0,35.2,0.0
11,Uniform,2153.0,536.2,158.6,102.4,0,49.8,0.0
12,Uniform,1896.8,693.6,204.6,139.4,0,65.6,0.0
13,Uniform,1610.2,844.8,273.2,178.4,0,93.4,0.0
14,Uniform,1283.6,993.2,364.0,234.0,0,125.2,0.0
15,Uniform,975.6,1106.8,463.6,293.6,0,160.4,0.0
16,Uniform,689.4,1165.6,564.4,359.2,0,221.4,0.0
17,Uniform,463.6,1155.6,676.8,419.2,0,284.8,0.0
18,Uniform,282.8,1105.4,774.4,472.2,0,365.2,0.0
19,Uniform,165.6,1006.8,848.6,526.8,0,452.2,0.0
20,Uniform,95.4,875.6,902.4,573.0,8.8,544.8,0.003729129587253157
21,Uniform,46.2,748.6,932.0,608.2,16.4,648.6,0.007114350164844697
22,Uniform,23.6,627.6,948.4,626.6,25.2,748.6,0.011311607864260706
23,Uniform,11.0,517.4,950.0,631.6,33.0,857.0,0.01547842401500938
24,Uniform,8.8,422.4,939.6,626.2,39.8,963.2,0.01962524654832347
25,Uniform,6.0,340.8,923.8,615.2,44.4,1069.8,0.02307452447770502
26,Uniform,4.8,272.6,900.4,598.6,50.8,1172.8,0.027875329236172083
27,Uniform,6.6,224.6,857.0,578.4,56.2,1277.2,0.03274676611117586
28,Uniform,8.4,185.6,808.0,550.4,62.0,1385.6,0.038605230386052306
29,Uniform,9.2,153.2,766.4,527.0,68.0,1476.2,0.04489634226858577
30,Uniform,8.4,130.8,717.0,496.0,69.8,1578.0,0.04937747594793435
31,Uniform,8.0,109.0,672.4,469.2,73.8,1667.6,0.05572334642102084
