Day,Run,Efficiency
0,0,0.0
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
13,0,0.0
14,0,0.0
15,0,0.0
16,0,0.0
17,0,0.0
18,0,0.0
19,0,0.0
20,0,0.0037917087967644083
21,0,0.013262599469496022
22,0,0.02201170242407356
23,0,0.03439153439153439
24,0,0.04637410519763461
25,0,0.06120434353405726
26,0,0.07582110412299091
27,0,0.08839985080193957
28,0,0.10538827258320127
29,0,0.12463033375580904
30,0,0.14343163538873996
31,0,0.16098484848484848
32,0,0.179474216380182
33,0,0.20149652592196687
34,0,0.22253521126760564
35,0,0.2494019138755981
36,0,0.2777425491439442
37,0,0.3035835023664638
38,0,0.331192005710207
39,0,0.36150943396226415
40,0,0.4482200647249191
41,0,0.5289042277825712
42,0,0.6063348416289592
43,0,0.6799242424242424
44,0,0.7470588235294118
45,0,0.7995802728226653
46,0,0.8280044101433297
47,0,0.8382180539273154
48,0,0.8580402010050251
49,0,0.8655126498002663
50,0,0.863768115942029
51,0,0.858433734939759
52,0,0.8544
53,0,0.8498293515358362
54,0,0.8454545454545455
55,0,0.8454011741682974
56,0,0.8351177730192719
57,0,0.8298850574712644
58,0,0.8386308068459658
59,0,0.8418367346938775
60,0,0.8333333333333334
61,0,0.8314606741573034
62,0,0.8176470588235294
63,0,0.808641975308642
64,0,0.801980198019802
65,0,0.7972027972027972
66,0,0.8029197080291971
67,0,0.8093385214007782
68,0,0.7909836065573771
69,0,0.7982832618025751
70,0,0.7828054298642534
71,0,0.7666666666666667
72,0,0.7607655502392344
73,0,0.7524752475247525
74,0,0.7540106951871658
75,0,0.7569060773480663
76,0,0.7485380116959064
77,0,0.718562874251497
78,0,0.6790123456790124
79,0,0.6772151898734177
80,0,0.6621621621621622
81,0,0.6739130434782609
82,0,0.6592592592592592
83,0,0.640625
84,0,0.640625
85,0,0.625
86,0,0.6230769230769231
87,0,0.6428571428571429
88,0,0.6776859504132231
89,0,0.6869565217391305
90,0,0.6434782608695652
91,0,0.6440677966101694
92,0,0.6379310344827587
93,0,0.6551724137931034
94,0,0.6416666666666667
95,0,0.6293103448275862
96,0,0.6371681415929203
97,0,0.6428571428571429
98,0,0.6509433962264151
99,0,0.6513761467889908
100,0,0.6448598130841121
101,0,0.6666666666666666
102,0,0.6759259259259259
103,0,0.6728971962616822
104,0,0.6272727272727273
105,0,0.6206896551724138
106,0,0.6140350877192983
107,0,0.6126126126126126
108,0,0.5625
109,0,0.5486725663716814
110,0,0.5775862068965517
111,0,0.5470085470085471
112,0,0.5726495726495726
113,0,0.5847457627118644
114,0,0.5966386554621849
115,0,0.5929203539823009
116,0,0.5964912280701754
117,0,0.5909090909090909
118,0,0.5596330275229358
119,0,0.5470085470085471
120,0,0.5630252100840336
121,0,0.5725806451612904
122,0,0.5426356589147286
123,0,0.5514705882352942
124,0,0.5454545454545454
125,0,0.58
126,0,0.5850340136054422
127,0,0.5605095541401274
128,0,0.5341614906832298
129,0,0.5185185185185185
130,0,0.4941860465116279
131,0,0.4745762711864407
132,0,0.4606741573033708
133,0,0.4540540540540541
134,0,0.42780748663101603
135,0,0.4079601990049751
136,0,0.39732142857142855
137,0,0.3964757709251101
138,0,0.4163265306122449
139,0,0.41353383458646614
140,0,0.375
141,0,0.37337662337662336
142,0,0.36503067484662577
143,0,0.3976945244956772
144,0,0.37950138504155123
145,0,0.3723404255319149
146,0,0.3775
147,0,0.38927738927738925
148,0,0.4222222222222222
149,0,0.42947368421052634
0,1,0.0
1,1,0.0
2,1,0.0
3,1,0.0
4,1,0.0
5,1,0.0
6,1,0.0
7,1,0.0
