Day,Run,Efficiency
0,0,0.0
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
13,0,0.0
14,0,0.0
15,0,0.0
16,0,0.0
17,0,0.0
18,0,0.0
19,0,0.0
20,0,0.0024894199651481204
21,0,0.00456158134820071
22,0,0.007284079084287201
23,0,0.009713977334052886
24,0,0.01267962806424345
25,0,0.01588702559576346
26,0,0.01836290071584189
27,0,0.021876035797149487
28,0,0.024219024219024218
29,0,0.02674591381872214
30,0,0.02955082742316785
31,0,0.032393773664282706
32,0,0.03765127745405648
33,0,0.04134980988593156
34,0,0.04699343102577059
35,0,0.04952076677316294
36,0,0.05647461494580719
37,0,0.06106408706166868
38,0,0.06144890038809832
39,0,0.06762295081967214
40,0,0.08339324227174695
41,0,0.09652509652509653
42,0,0.11412151067323481
43,0,0.1356521739130435
44,0,0.15716911764705882
45,0,0.1775609756097561
46,0,0.20437956204379562
47,0,0.22657952069716775
48,0,0.24624277456647398
49,0,0.2732696897374702
50,0,0.2960199004975124
51,0,0.3160621761658031
52,0,0.33242506811989103
53,0,0.3583815028901734
54,0,0.3819548872180451
55,0,0.4022082018927445
56,0,0.4207920792079208
57,0,0.4381443298969072
58,0,0.4690909090909091
59,0,0.49903660886319845
60,0,0.5307377049180327
61,0,0.5630252100840336
62,0,0.5764192139737991
63,0,0.6013824884792627
64,0,0.6262135922330098
65,0,0.6457286432160804
66,0,0.6462765957446809
67,0,0.6434782608695652
68,0,0.6328358208955224
69,0,0.6265432098765432
70,0,0.6273885350318471
71,0,0.6440677966101694
72,0,0.6366782006920415
73,0,0.6666666666666666
74,0,0.6744186046511628
75,0,0.659919028340081
76,0,0.6468085106382979
77,0,0.6724890829694323
78,0,0.6444444444444445
79,0,0.6619718309859155
80,0,0.6570048309178744
81,0,0.6336633663366337
82,0,0.6363636363636364
83,0,0.6648936170212766
84,0,0.6666666666666666
85,0,0.6473684210526316
86,0,0.6666666666666666
87,0,0.6593406593406593
88,0,0.6781609195402298
89,0,0.6742857142857143
90,0,0.6666666666666666
91,0,0.6666666666666666
92,0,0.6733333333333333
93,0,0.6689655172413793
94,0,0.6762589928057554
95,0,0.6917293233082706
96,0,0.696
97,0,0.6557377049180327
98,0,0.7017543859649122
99,0,0.6902654867256637
100,0,0.7037037037037037
101,0,0.6981132075471698
102,0,0.6914893617021277
103,0,0.7142857142857143
104,0,0.6956521739130435
105,0,0.6813186813186813
106,0,0.6627906976744186
107,0,0.6744186046511628
108,0,0.6705882352941176
109,0,0.6781609195402298
110,0,0.6987951807228916
111,0,0.7073170731707317
112,0,0.6794871794871795
113,0,0.6375
114,0,0.6363636363636364
115,0,0.6575342465753424
116,0,0.6323529411764706
117,0,0.6363636363636364
118,0,0.6612903225806451
119,0,0.609375
120,0,0.6
121,0,0.5909090909090909
122,0,0.5671641791044776
123,0,0.5555555555555556
124,0,0.5636363636363636
125,0,0.5636363636363636
126,0,0.5862068965517241
127,0,0.5714285714285714
128,0,0.625
129,0,0.6181818181818182
130,0,0.5517241379310345
131,0,0.5254237288135594
132,0,0.5230769230769231
133,0,0.5238095238095238
134,0,0.53125
135,0,0.48484848484848486
136,0,0.4861111111111111
137,0,0.5151515151515151
138,0,0.5147058823529411
139,0,0.5633802816901409
140,0,0.5616438356164384
141,0,0.5555555555555556
142,0,0.5584415584415584
143,0,0.5555555555555556
144,0,0.5405405405405406
145,0,0.527027027027027
146,0,0.5492957746478874
147,0,0.6111111111111112
148,0,0.5945945945945946
149,0,0.5942028985507246
0,1,0.0
1,1,0.0
2,1,0.0
3,1,0.0
4,1,0.0
5,1,0.0
