Day,Run,Efficiency
0,0,0.0
1,0,0.0
2,0,0.0
3,0,0.0
4,0,0.0
5,0,0.0
6,0,0.0
7,0,0.0
8,0,0.0
9,0,0.0
10,0,0.0
11,0,0.0
12,0,0.0
13,0,0.0
14,0,0.0
15,0,0.0
16,0,0.0
17,0,0.0
18,0,0.0
19,0,0.0
20,0,0.0028401022436807723
21,0,0.005988023952095809
22,0,0.00919175911251981
23,0,0.011390284757118929
24,0,0.013190730837789662
25,0,0.016685627607129314
26,0,0.021027092600080875
27,0,0.026384083044982697
28,0,0.031767955801104975
29,0,0.03566121842496285
30,0,0.040740740740740744
31,0,0.04588696138780078
32,0,0.052256532066508314
33,0,0.05860113421550094
34,0,0.06421404682274247
35,0,0.07107670654468684
36,0,0.07937685459940653
37,0,0.08566978193146417
38,0,0.09076042518397383
39,0,0.09948096885813149
40,0,0.12093862815884476
41,0,0.1456953642384106
42,0,0.16403162055335968
43,0,0.17985611510791366
44,0,0.20452099031216361
45,0,0.22814982973893302
46,0,0.2523809523809524
47,0,0.2794486215538847
48,0,0.30128205128205127
49,0,0.3261455525606469
50,0,0.3539325842696629
51,0,0.3762811127379209
52,0,0.38650306748466257
53,0,0.4165316045380875
54,0,0.4452054794520548
55,0,0.4643478260869565
56,0,0.4809437386569873
57,0,0.5066413662239089
58,0,0.52734375
59,0,0.5541922290388548
60,0,0.5778251599147122
61,0,0.5842450765864332
62,0,0.5981087470449172
63,0,0.6225
64,0,0.6351706036745407
65,0,0.6277173913043478
66,0,0.6181318681318682
67,0,0.6235955056179775
68,0,0.6376404494382022
69,0,0.6492753623188405
70,0,0.647239263803681
71,0,0.6729559748427673
72,0,0.6776315789473685
73,0,0.6877076411960132
74,0,0.7094594594594594
75,0,0.6872852233676976
76,0,0.701067615658363
77,0,0.700374531835206
78,0,0.7044534412955465
79,0,0.6916666666666667
80,0,0.7307692307692307
81,0,0.748898678414097
82,0,0.7339449541284404
83,0,0.7102803738317757
84,0,0.7107843137254902
85,0,0.7085427135678392
86,0,0.7061855670103093
87,0,0.6923076923076923
88,0,0.6731707317073171
89,0,0.6323529411764706
90,0,0.6029411764705882
91,0,0.605
92,0,0.6210526315789474
93,0,0.6223404255319149
94,0,0.6368421052631579
95,0,0.6421052631578947
96,0,0.6559139784946236
97,0,0.657608695652174
98,0,0.6236559139784946
99,0,0.5989583333333334
100,0,0.57
101,0,0.5603864734299517
102,0,0.5845410628019324
103,0,0.5817307692307693
104,0,0.587378640776699
105,0,0.5853658536585366
106,0,0.5845410628019324
107,0,0.6074766355140186
108,0,0.6018518518518519
109,0,0.6018957345971564
110,0,0.6153846153846154
111,0,0.5821596244131455
112,0,0.6038647342995169
113,0,0.6183574879227053
114,0,0.6146341463414634
115,0,0.5939086294416244
116,0,0.5812807881773399
117,0,0.5797101449275363
118,0,0.6285714285714286
119,0,0.6142857142857143
120,0,0.6009174311926605
121,0,0.5871559633027523
122,0,0.576036866359447
123,0,0.5844748858447488
124,0,0.5720720720720721
125,0,0.5821596244131455
126,0,0.5944700460829493
127,0,0.6063348416289592
128,0,0.6132075471698113
129,0,0.5841121495327103
130,0,0.6018099547511312
131,0,0.5575221238938053
132,0,0.5869565217391305
133,0,0.5805084745762712
134,0,0.5802469135802469
135,0,0.5622489959839357
136,0,0.5245283018867924
137,0,0.5401459854014599
138,0,0.5527272727272727
139,0,0.519434628975265
140,0,0.511864406779661
141,0,0.5288135593220339
142,0,0.5665529010238908
143,0,0.5767918088737202
144,0,0.5566666666666666
145,0,0.5448504983388704
146,0,0.536741214057508
147,0,0.5288753799392097
148,0,0.5240963855421686
149,0,0.5102040816326531
0,1,0.0
1,1,0.0
2,1,0.0
3,1,0.0
4,1,0.0
5,1,0.0
